Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1i, nu2i, nu1m, nu2m, nu1f, nu2f, m12, m21, T1, T2, T3)
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_10	-2561844.49	5123710.98	34962705.86	207175.12	3.8395,4.0335,1.3811,0.3266,0.5203,0.2419,0.1227,0.4287,6.1538,25.5766,0.5371
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_11	-297386.5	594795.0	687091.04	98019.83	3.5097,1.7893,4.2535,0.5286,0.0986,0.4235,0.1559,0.9847,0.8073,20.4913,0.0712
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_12	-959137.52	1918297.04	2747379.63	112220.02	2.701,1.8707,1.356,0.9288,0.2957,1.1174,0.2332,0.4097,11.0589,2.8817,0.3673
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_13	-366154.43	732330.86	869682.52	32337.76	1.0736,0.3558,8.9514,3.5273,0.6556,1.2044,0.1195,0.3023,2.3996,28.3579,0.0811
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_14	-780221.1	1560464.2	1986295.89	148611.09	0.8017,5.4366,2.0832,2.6784,0.1342,0.4616,0.3964,1.5766,7.1689,12.3275,0.3355
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_15	-937488.81	1874999.62	3705826.55	238444.59	2.0163,0.4017,1.6339,1.4655,0.4143,0.2069,0.0808,2.2217,6.7137,7.8439,0.5048
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_16	-1147154.02	2294330.04	4919586.33	330164.84	0.8402,0.6149,1.4492,0.3007,0.0866,0.2788,0.742,0.28,1.3294,26.642,0.1131
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_17	-485899.06	971820.12	1300263.59	55180.97	4.4305,5.0927,6.3525,0.7246,0.5163,0.412,0.1939,0.8121,4.9357,28.3579,0.0434
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_18	-1079955.59	2159933.18	3041256.66	108609.41	0.979,0.8671,1.5153,3.5444,0.1885,1.1293,0.9906,0.5138,5.7938,4.6625,0.4927
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_19	-2109639.73	4219301.46	12858443.46	146291.28	0.5928,3.8057,10.3678,0.3788,0.072,1.5265,0.3906,0.7234,0.8597,28.3579,0.6307
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_20	-441786.1	883594.2	1133799.54	96493.87	0.6728,0.7123,5.1607,0.6527,0.0985,1.3033,0.0863,0.4828,5.7296,4.5542,0.0555
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_21	-225363.04	450748.08	413039.09	83281.27	4.593,0.3497,2.592,2.0308,0.4786,0.1614,0.2002,0.4132,5.4397,8.9482,0.0589
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_22	-524261.53	1048545.06	1358777.22	100891.16	2.588,0.9688,3.1446,0.8158,0.2174,0.9881,0.099,0.3502,4.3076,10.8088,0.1248
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_23	-1253928.64	2507879.28	5202398.06	102270.53	0.9398,4.0449,5.7077,0.3523,0.087,0.2276,0.1374,0.2209,5.5201,4.3983,0.0755
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_24	-239604.95	479231.9	532314.96	48505.22	0.3648,1.7255,11.8304,0.3795,0.0946,1.306,0.1265,2.0378,1.0329,26.5912,0.1053
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_25	-392948.39	785918.78	953642.4	61894.04	3.8983,1.0208,8.7857,0.3919,0.2381,1.1454,0.0643,1.8653,2.3614,28.3579,0.2617
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_26	-1796498.8	3593019.6	10243074.74	134643.56	1.131,0.4599,4.9766,0.3075,0.1647,0.9814,0.1968,0.7768,2.9612,28.3579,0.6294
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_27	-353783.72	707589.44	675761.15	166208.24	1.4613,5.0514,1.7687,0.5411,0.7592,1.3934,0.2299,2.2732,3.909,21.4434,0.1066
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_28	-334902.93	669827.86	700309.11	114210.7	1.9867,1.4414,2.432,0.7103,0.7562,0.4328,0.1935,0.7916,1.6056,17.7842,0.0661
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_29	-559852.43	1119726.86	1448838.07	116453.0	3.5871,3.6382,1.9595,0.9808,0.79,0.6947,0.0901,0.3138,2.9074,3.7907,0.09
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_30	-350923.78	701869.56	647778.03	127327.85	0.4384,1.4218,1.8472,1.6353,0.7783,0.4616,0.446,0.4024,0.8293,3.288,0.0655
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_31	-881808.93	1763639.86	2088983.29	185523.17	2.5346,1.7263,1.153,1.3606,0.0984,1.8666,0.2156,1.0915,3.7506,5.211,0.1443
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_32	-826342.97	1652707.94	14139449.35	55440.24	2.5909,3.0944,8.1447,2.918,0.5875,0.6789,0.0872,1.9372,1.0626,8.3472,0.0965
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_33	-1111169.66	2222361.32	4051415.76	284500.64	1.4016,2.0972,1.2601,0.331,0.0796,0.1485,0.1393,0.7,1.2369,6.1235,0.113
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_34	-244643.26	489308.52	460652.17	126557.43	0.7521,3.4474,3.4241,1.0109,0.1657,0.6568,0.4346,1.1858,3.0018,3.1722,0.1105
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_35	-504657.95	1009337.9	1210378.5	79930.15	4.3482,0.3349,2.9994,1.6579,0.131,0.5434,0.0957,0.196,5.5489,25.2853,0.0881
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_36	-572006.21	1144034.42	1296233.72	130962.3	3.6024,0.5466,3.1938,2.2127,0.1398,0.5663,0.0758,1.509,4.5575,3.8183,0.2806
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_37	-258398.53	516819.06	501831.98	144669.58	4.4156,2.1584,2.1786,0.8048,0.242,0.6759,0.2526,1.3256,4.1964,26.1841,0.1248
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_38	-337576.21	675174.42	684348.63	106006.68	0.5131,0.9855,3.6469,1.9114,0.2333,0.8542,0.3868,0.2651,1.1337,4.2318,0.1219
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_39	-1945513.13	3891048.26	14916199.64	309604.36	0.2933,4.5768,2.0677,0.3662,0.0881,0.6085,0.5974,0.1607,0.9215,28.3579,0.3052
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_40	-601471.68	1202965.36	1750272.16	82471.23	0.5722,0.4894,14.5652,0.6922,0.4521,0.6264,0.7105,1.0014,9.3541,27.5202,0.4261
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_41	-671709.22	1343440.44	3512356.88	45670.59	1.0026,1.0303,16.0287,1.23,0.3089,0.7073,0.7472,1.2072,8.9284,17.0471,0.0766
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_42	-705233.86	1410489.72	2207282.12	160039.43	0.6365,1.9122,2.0225,0.7846,0.5008,0.271,0.5305,0.2461,1.2992,8.9033,0.1935
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_43	-542300.78	1084623.56	1386261.51	69431.89	4.1457,2.2656,11.9987,2.9028,0.0826,0.3023,0.139,0.2752,7.0289,5.7107,0.2572
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_44	-227849.37	455720.74	492411.68	65134.1	0.3941,0.6339,13.6726,3.969,0.2066,0.2469,0.7621,0.1701,6.3582,23.7489,0.2145
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_45	-985092.81	1970207.62	2735065.21	95222.21	1.7958,0.9008,1.9006,3.6188,0.0855,0.2721,0.2145,0.2814,11.2576,28.3579,0.2074
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_46	-282374.07	564770.14	583096.89	63674.05	0.9947,4.9661,4.7962,1.6096,0.4641,1.1128,0.1796,0.3497,0.7746,17.473,0.1278
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_47	-207971.84	415965.68	387117.76	97790.73	0.5348,2.6852,5.1947,1.1478,0.152,0.4628,0.2401,2.2752,2.2755,8.7581,0.1641
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_48	-1028548.71	2057119.42	2988186.59	139354.05	3.8996,1.3192,1.1049,1.1628,0.1705,1.5205,0.1684,0.2843,5.0451,4.2823,0.1764
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_49	-933483.75	1866989.5	2909389.57	225827.93	0.4344,3.4247,1.1356,0.7191,0.2258,0.9575,0.7484,1.1646,10.8402,25.0256,0.3982
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_50	-2355010.48	4710042.96	33365575.28	316346.74	2.7711,0.8051,1.8582,0.3381,0.247,0.5645,0.9703,0.2728,2.3645,24.6004,0.6387
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_1	-200805.17	401632.34	395163.66	108558.87	0.512,3.3656,4.6648,1.2735,0.2381,0.3659,0.3583,3.4961,1.222,7.9165,0.223
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_2	-164645.37	329312.74	311659.62	78389.6	0.3555,3.01,6.498,1.1124,0.1059,0.2049,0.2429,3.5279,2.4427,15.6378,0.1167
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_3	-197509.07	395040.14	362121.72	66761.76	0.3291,2.3699,6.9325,1.2321,0.1075,0.4097,0.42,2.474,2.3605,19.5127,0.1283
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_4	-229927.91	459877.82	415290.79	80524.42	0.5264,4.3886,5.7005,1.7744,0.1864,0.6156,0.3454,1.5635,1.5707,10.0675,0.2004
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_5	-279863.71	559749.42	532612.28	88734.85	0.5602,2.5725,5.2469,1.2598,0.109,0.5987,0.2,3.448,1.5969,13.1621,0.1227
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_6	-206862.54	413747.08	414186.79	69925.98	0.7346,4.7384,7.585,0.7806,0.0863,0.6429,0.2984,1.2047,1.8988,16.9279,0.0989
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_7	-229271.81	458565.62	501588.77	101358.92	0.2975,2.9751,4.5183,0.8681,0.2642,0.2911,0.1497,1.6767,4.1431,9.726,0.1615
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_8	-329718.38	659458.76	614435.53	100718.29	0.9384,1.8024,4.7351,2.0473,0.2089,0.8822,0.4278,1.5472,1.4593,4.5828,0.1967
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_9	-596970.96	1193963.92	1543368.6	110246.07	0.937,2.5244,6.1072,0.6245,0.0999,0.2664,0.2899,1.2975,1.5051,12.5595,0.2459
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_10	-188170.9	376363.8	369612.38	85868.36	0.8477,1.5401,6.7219,1.0375,0.2453,0.4626,0.1519,3.7375,4.0473,8.9505,0.212
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_11	-192922.15	385866.3	404220.04	97350.74	0.4367,2.066,6.7459,0.9844,0.1595,0.2534,0.4295,2.6417,1.206,6.8727,0.1623
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_12	-194202.3	388426.6	370464.55	95803.07	0.4463,1.6326,5.1324,1.7239,0.1503,0.2482,0.3213,2.6593,3.1703,8.1328,0.1396
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_13	-198117.99	396257.98	391814.91	96542.08	0.2581,2.0885,5.4848,0.7254,0.2648,0.5478,0.2092,4.2771,2.8084,9.161,0.1905
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_14	-234134.23	468290.46	500502.28	95726.83	0.5031,2.3091,5.2068,0.898,0.163,0.3146,0.1704,2.4424,1.5452,17.7627,0.2026
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_15	-195336.89	390695.78	362898.27	87898.71	0.9194,1.4521,5.2446,0.8017,0.1799,0.6883,0.1855,2.8134,1.5897,15.2859,0.1567
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_16	-210009.18	420040.36	412011.91	107381.01	0.5101,2.2624,4.9474,0.9972,0.1599,0.4045,0.2484,2.6605,1.3972,8.3627,0.1819
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_17	-192699.82	385421.64	388903.09	102381.65	0.3454,4.8409,6.0569,0.9831,0.1499,0.3024,0.3017,3.1136,2.047,7.2941,0.1698
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_18	-216115.07	432252.14	417174.44	55841.62	0.8331,2.1754,8.6949,1.6277,0.1355,0.4946,0.3958,2.54,1.6508,18.0757,0.1539
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_19	-228024.69	456071.38	477160.72	79807.18	1.008,3.9843,7.011,1.3552,0.1595,0.3437,0.2457,1.8934,2.9482,11.7294,0.2315
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_20	-187562.74	375147.48	353336.08	103763.98	0.4887,3.4528,5.3482,0.8472,0.1373,0.3832,0.4562,4.2578,1.7484,7.6228,0.1408
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_21	-199247.62	398517.24	395933.12	86130.21	0.3362,3.1335,6.7167,0.9625,0.1559,0.4814,0.1915,1.666,2.283,8.0459,0.1363
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_22	-230666.74	461355.48	489694.56	134659.66	0.3723,3.3561,3.8546,1.2966,0.2033,0.2547,0.1704,2.156,1.5418,5.5122,0.1784
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_23	-173885.55	347793.1	334201.94	74069.7	0.4283,1.7845,7.4743,1.5242,0.1419,0.2775,0.2938,2.1118,1.4705,10.8182,0.1506
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_24	-197675.35	395372.7	375851.45	116933.6	0.3284,1.434,3.9094,0.6708,0.1521,0.4872,0.1925,2.7567,3.0082,9.6496,0.1159
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_25	-297655.15	595332.3	681175.75	149909.61	0.6694,2.4619,3.4131,0.7668,0.1551,0.2813,0.1257,2.4347,2.8975,7.3804,0.1866
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_26	-222257.28	444536.56	404163.57	89850.18	0.8878,1.6513,4.4859,1.6578,0.1267,0.3366,0.1472,1.5319,2.6639,17.5261,0.1254
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_27	-203181.97	406385.94	388956.12	94149.06	0.6286,1.4651,4.5354,1.2003,0.2383,0.5122,0.3538,2.0616,2.626,11.8489,0.2162
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_28	-213125.04	426272.08	420655.14	83884.23	0.5786,1.4235,6.1925,0.9303,0.1424,0.7075,0.1516,1.2461,1.3549,9.8628,0.1343
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_29	-212245.46	424512.92	389330.2	87418.0	0.515,1.6228,4.9571,1.4481,0.1978,0.5084,0.2103,2.2174,1.767,13.3891,0.1732
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_30	-308612.38	617246.76	567042.49	96142.88	0.4564,2.7388,6.7217,2.2648,0.1956,0.6478,0.1406,3.0946,3.6799,6.2907,0.2649
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_31	-256303.33	512628.66	601319.68	67275.42	0.9817,5.3155,9.8743,1.5805,0.1549,0.5276,0.3976,3.108,3.7052,7.5165,0.1554
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_32	-210758.14	421538.28	427086.37	87079.93	0.5143,1.5364,5.2365,1.1293,0.2782,0.4657,0.2565,1.2491,1.4634,8.9805,0.1678
