Eucgr.E01170.6	ANN26431	88.125	160	17	2	924	1082	403	245	8.07e-49	189
Eucgr.E01170.6	ANN26431	91.667	132	11	0	203	334	2129	1998	3.76e-47	183
Eucgr.E01170.6	ANN26431	90.441	136	12	1	502	636	1538	1403	1.75e-45	178
Eucgr.E01170.6	ANN26431	90.909	121	11	0	1	121	2721	2601	4.89e-41	163
Eucgr.E03622.1	ANN09540	77.966	118	26	0	1210	1327	1212	1095	3.86e-14	75.0
Eucgr.E03649.1	ANN09540	77.600	125	28	0	1807	1931	1212	1088	1.43e-14	76.8
Eucgr.E00331.1	ANN25924	97.921	433	8	1	735	1167	432	1	0.0	749
Eucgr.E00331.1	ANN25924	98.580	352	5	0	1	352	2433	2082	1.94e-179	623
Eucgr.E00331.1	ANN25924	100.000	269	0	0	347	615	1320	1052	1.23e-141	497
Eucgr.E00331.1	ANN25924	98.425	127	2	0	611	737	708	582	2.30e-59	224
Eucgr.E00331.2	ANN25924	97.921	433	8	1	735	1167	432	1	0.0	749
Eucgr.E00331.2	ANN25924	98.580	352	5	0	1	352	2433	2082	1.94e-179	623
Eucgr.E00331.2	ANN25924	100.000	269	0	0	347	615	1320	1052	1.23e-141	497
Eucgr.E00331.2	ANN25924	98.425	127	2	0	611	737	708	582	2.30e-59	224
Eucgr.E00331.3	ANN25924	97.921	433	8	1	387	819	432	1	0.0	749
Eucgr.E00331.3	ANN25924	100.000	265	0	0	3	267	1316	1052	1.43e-139	490
Eucgr.E00331.3	ANN25924	98.425	127	2	0	263	389	708	582	1.61e-59	224
Eucgr.E03637.1	ANN09540	77.119	118	27	0	1210	1327	1212	1095	1.80e-12	69.4
Eucgr.E00286.1	ANN25888	98.410	629	1	1	1	629	4767	4148	0.0	1098
Eucgr.E00286.1	ANN25888	99.659	293	0	1	969	1260	293	1	1.01e-152	534
Eucgr.E00286.1	ANN25888	98.795	166	2	0	812	977	821	656	5.20e-81	296
Eucgr.E00286.1	ANN25888	100.000	135	0	0	680	814	2566	2432	4.11e-67	250
Eucgr.E00286.1	ANN25888	98.214	56	1	0	627	682	4011	3956	1.57e-21	99.0
Eucgr.E01915.1	ANN29801	75.694	144	33	2	932	1074	1408	1550	2.92e-13	71.3
Eucgr.E02710.1	ANN24564	90.052	191	16	1	1065	1255	30	217	1.91e-65	244
Eucgr.E03620.1	ANN09540	77.600	125	28	0	1759	1883	1212	1088	1.40e-14	76.8
Eucgr.E02385.1	ANN03998	86.111	144	20	0	143	286	893	1036	4.83e-39	156
Eucgr.E01169.1	ANN26431	98.649	148	2	0	924	1071	403	256	5.53e-71	263
Eucgr.E01169.1	ANN26431	100.000	132	0	0	203	334	2129	1998	2.00e-65	244
Eucgr.E01169.1	ANN26431	98.413	126	2	0	1072	1197	165	40	9.39e-59	222
Eucgr.E01169.1	ANN26431	96.923	130	3	1	502	630	1538	1409	4.37e-57	217
Eucgr.E01169.1	ANN26431	98.347	121	2	0	1	121	2721	2601	5.65e-56	213
Eucgr.E01169.1	ANN26431	100.000	109	0	0	817	925	601	493	1.22e-52	202
Eucgr.E01169.1	ANN26431	98.913	92	0	1	415	506	1723	1633	5.77e-41	163
Eucgr.E01169.1	ANN26431	100.000	85	0	0	121	205	2494	2410	2.69e-39	158
Eucgr.E01169.1	ANN26431	98.795	83	1	0	333	415	1913	1831	1.62e-36	148
Eucgr.E01169.1	ANN26431	100.000	79	0	0	741	819	975	897	5.81e-36	147
Eucgr.E01169.1	ANN26431	96.774	62	2	0	627	688	1305	1244	3.55e-23	104
Eucgr.E01169.1	ANN26431	100.000	54	0	0	688	741	1118	1065	4.59e-22	100
Eucgr.E01169.2	ANN26431	98.649	148	2	0	924	1071	403	256	5.53e-71	263
Eucgr.E01169.2	ANN26431	100.000	132	0	0	203	334	2129	1998	2.00e-65	244
Eucgr.E01169.2	ANN26431	98.413	126	2	0	1072	1197	165	40	9.39e-59	222
Eucgr.E01169.2	ANN26431	96.923	130	3	1	502	630	1538	1409	4.37e-57	217
Eucgr.E01169.2	ANN26431	98.347	121	2	0	1	121	2721	2601	5.65e-56	213
Eucgr.E01169.2	ANN26431	100.000	109	0	0	817	925	601	493	1.22e-52	202
Eucgr.E01169.2	ANN26431	98.913	92	0	1	415	506	1723	1633	5.77e-41	163
Eucgr.E01169.2	ANN26431	100.000	85	0	0	121	205	2494	2410	2.69e-39	158
Eucgr.E01169.2	ANN26431	98.795	83	1	0	333	415	1913	1831	1.62e-36	148
Eucgr.E01169.2	ANN26431	100.000	79	0	0	741	819	975	897	5.81e-36	147
Eucgr.E01169.2	ANN26431	96.774	62	2	0	627	688	1305	1244	3.55e-23	104
Eucgr.E01169.2	ANN26431	100.000	54	0	0	688	741	1118	1065	4.59e-22	100
Eucgr.E01169.3	ANN26431	98.788	165	2	0	1099	1263	165	1	1.88e-80	294
Eucgr.E01169.3	ANN26431	98.649	148	2	0	951	1098	403	256	5.29e-71	263
Eucgr.E01169.3	ANN26431	100.000	132	0	0	230	361	2129	1998	1.92e-65	244
Eucgr.E01169.3	ANN26431	96.923	130	3	1	529	657	1538	1409	4.18e-57	217
Eucgr.E01169.3	ANN26431	98.347	121	2	0	28	148	2721	2601	5.40e-56	213
Eucgr.E01169.3	ANN26431	100.000	109	0	0	844	952	601	493	1.17e-52	202
Eucgr.E01169.3	ANN26431	98.913	92	0	1	442	533	1723	1633	5.52e-41	163
Eucgr.E01169.3	ANN26431	100.000	85	0	0	148	232	2494	2410	2.57e-39	158
Eucgr.E01169.3	ANN26431	98.795	83	1	0	360	442	1913	1831	1.55e-36	148
Eucgr.E01169.3	ANN26431	100.000	79	0	0	768	846	975	897	5.56e-36	147
Eucgr.E01169.3	ANN26431	96.774	62	2	0	654	715	1305	1244	3.39e-23	104
Eucgr.E01169.3	ANN26431	100.000	54	0	0	715	768	1118	1065	4.39e-22	100
Eucgr.E01169.4	ANN26431	98.649	148	2	0	816	963	403	256	5.07e-71	263
Eucgr.E01169.4	ANN26431	100.000	132	0	0	95	226	2129	1998	1.84e-65	244
Eucgr.E01169.4	ANN26431	98.413	126	2	0	964	1089	165	40	8.61e-59	222
Eucgr.E01169.4	ANN26431	96.923	130	3	1	394	522	1538	1409	4.01e-57	217
Eucgr.E01169.4	ANN26431	100.000	109	0	0	709	817	601	493	1.12e-52	202
Eucgr.E01169.4	ANN26431	98.969	97	1	0	1	97	2506	2410	2.45e-44	174
Eucgr.E01169.4	ANN26431	98.913	92	0	1	307	398	1723	1633	5.29e-41	163
Eucgr.E01169.4	ANN26431	98.795	83	1	0	225	307	1913	1831	1.48e-36	148
Eucgr.E01169.4	ANN26431	100.000	79	0	0	633	711	975	897	5.33e-36	147
Eucgr.E01169.4	ANN26431	96.774	62	2	0	519	580	1305	1244	3.25e-23	104
Eucgr.E01169.4	ANN26431	100.000	54	0	0	580	633	1118	1065	4.21e-22	100
Eucgr.E01169.5	ANN26431	98.649	148	2	0	816	963	403	256	5.07e-71	263
Eucgr.E01169.5	ANN26431	100.000	132	0	0	95	226	2129	1998	1.84e-65	244
Eucgr.E01169.5	ANN26431	98.413	126	2	0	964	1089	165	40	8.61e-59	222
Eucgr.E01169.5	ANN26431	96.923	130	3	1	394	522	1538	1409	4.01e-57	217
Eucgr.E01169.5	ANN26431	100.000	109	0	0	709	817	601	493	1.12e-52	202
Eucgr.E01169.5	ANN26431	98.969	97	1	0	1	97	2506	2410	2.45e-44	174
Eucgr.E01169.5	ANN26431	98.913	92	0	1	307	398	1723	1633	5.29e-41	163
Eucgr.E01169.5	ANN26431	98.795	83	1	0	225	307	1913	1831	1.48e-36	148
Eucgr.E01169.5	ANN26431	100.000	79	0	0	633	711	975	897	5.33e-36	147
Eucgr.E01169.5	ANN26431	96.774	62	2	0	519	580	1305	1244	3.25e-23	104
Eucgr.E01169.5	ANN26431	100.000	54	0	0	580	633	1118	1065	4.21e-22	100
Eucgr.E00511.1	ANN08743	71.498	621	139	29	199	809	1836	1244	2.55e-31	132
Eucgr.E03158.1	ANN29845	95.468	331	13	2	513	842	2993	2664	1.18e-150	527
Eucgr.E02023.1	ANN16623	83.333	120	20	0	2576	2695	3812	3931	5.99e-25	111
Eucgr.E03618.1	ANN09540	77.600	125	28	0	1306	1430	1212	1088	1.13e-14	76.8
Eucgr.E00844.1	ANN26250	98.704	1389	18	0	92	1480	283	1671	0.0	2466
Eucgr.E00844.1	ANN26250	96.809	94	3	0	1	94	1	94	8.67e-39	158
Eucgr.E03938.1	ANN25444	86.495	311	42	0	583	893	10613	10303	4.98e-95	342
Eucgr.E03634.1	ANN09540	83.117	77	13	0	1719	1795	1171	1095	6.29e-13	71.3
Eucgr.L00749.1	ANN01922	90.090	222	22	0	1	222	77	298	1.43e-79	289
Eucgr.L00748.1	ANN01922	90.090	222	22	0	1	222	77	298	1.43e-79	289
Eucgr.J01814.1	ANN01213	95.161	186	9	0	292	477	951	766	6.91e-81	294
Eucgr.J01814.1	ANN01213	94.318	88	3	2	139	224	1879	1792	1.59e-32	134
Eucgr.J01814.1	ANN01213	93.478	46	2	1	249	293	1184	1139	1.64e-12	67.6
Eucgr.J01814.1	ANN01213	100.000	31	0	0	221	251	1298	1268	9.86e-10	58.4
Eucgr.J02848.1	ANN00364	99.642	279	1	0	1	279	4704	4426	1.55e-145	510
Eucgr.J02848.1	ANN00364	99.359	156	1	0	716	871	1766	1611	3.68e-77	283
Eucgr.J02848.1	ANN00364	97.500	160	3	1	563	722	3066	2908	7.96e-74	272
Eucgr.J02848.1	ANN00364	100.000	111	0	0	871	981	1508	1398	8.19e-54	206
Eucgr.J02848.1	ANN00364	98.958	96	1	0	279	374	3905	3810	8.31e-44	172
Eucgr.J02848.1	ANN00364	96.907	97	3	0	1048	1144	99	3	5.00e-41	163
Eucgr.J02848.1	ANN00364	97.561	82	2	0	486	567	3237	3156	2.34e-34	141
Eucgr.J02848.1	ANN00364	100.000	73	0	0	373	445	3549	3477	1.09e-32	135
Eucgr.J02848.1	ANN00364	98.571	70	1	0	980	1049	1082	1013	2.36e-29	124
Eucgr.J02848.1	ANN00364	100.000	47	0	0	441	487	3394	3348	3.10e-18	87.9
Eucgr.J02428.1	ANN00614	98.497	599	9	0	195	793	1753	2351	0.0	1057
Eucgr.J02428.1	ANN00614	97.785	316	7	0	879	1194	5772	6087	4.43e-156	545
Eucgr.J02428.1	ANN00614	96.891	193	0	2	4	196	1304	1490	1.05e-87	318
Eucgr.J02428.1	ANN00614	100.000	89	0	0	792	880	5554	5642	1.45e-41	165
Eucgr.J02428.2	ANN00614	98.497	599	9	0	195	793	1753	2351	0.0	1057
Eucgr.J02428.2	ANN00614	96.891	193	0	2	4	196	1304	1490	8.39e-88	318
Eucgr.J02428.2	ANN00614	100.000	92	0	0	792	883	5554	5645	2.49e-43	171
Eucgr.J02428.2	ANN00614	100.000	74	0	0	884	957	5778	5851	2.52e-33	137
Eucgr.J02428.3	ANN00614	98.497	599	9	0	195	793	1753	2351	0.0	1057
Eucgr.J02428.3	ANN00614	96.891	193	0	2	4	196	1304	1490	7.81e-88	318
Eucgr.J02428.3	ANN00614	100.000	100	0	0	792	891	5554	5653	8.26e-48	185
Eucgr.J01982.1	ANN01072	88.139	489	58	0	103	591	731	1219	1.64e-167	582
Eucgr.J02952.1	ANN00270	93.684	665	9	5	95	726	803	1467	0.0	965
Eucgr.J02952.1	ANN00270	98.765	81	1	0	1	81	369	449	1.14e-35	145
Eucgr.J01995.1	ANN01029	98.489	331	2	1	1	328	2151	1821	1.14e-166	580
Eucgr.J01995.1	ANN01029	100.000	279	0	0	325	603	1736	1458	3.27e-147	516
Eucgr.J01995.1	ANN01029	97.611	293	1	1	604	896	1361	1075	1.18e-141	497
Eucgr.J01995.1	ANN01029	99.194	124	0	1	1002	1125	123	1	7.98e-59	222
Eucgr.J01995.1	ANN01029	100.000	111	0	0	896	1006	571	461	8.04e-54	206
Eucgr.J02852.1	ANN00361	99.531	213	1	0	1	213	1	213	1.43e-108	388
Eucgr.J02852.1	ANN00361	98.515	202	2	1	317	518	1423	1623	1.45e-98	355
Eucgr.J02852.1	ANN00361	97.895	190	4	0	1203	1392	7683	7872	8.78e-91	329
Eucgr.J02852.1	ANN00361	93.605	172	9	2	1655	1825	10159	10329	1.51e-68	255
Eucgr.J02852.1	ANN00361	95.270	148	7	0	1463	1610	8429	8576	1.97e-62	235
Eucgr.J02852.1	ANN00361	95.862	145	6	0	1825	1969	10501	10645	1.97e-62	235
Eucgr.J02852.1	ANN00361	96.610	118	4	0	942	1059	6630	6747	9.29e-51	196
Eucgr.J02852.1	ANN00361	98.214	112	1	1	212	322	858	969	3.34e-50	195
Eucgr.J02852.1	ANN00361	97.115	104	1	2	503	605	3254	3356	4.35e-44	174
Eucgr.J02852.1	ANN00361	96.040	101	4	0	682	782	5855	5955	2.62e-41	165
Eucgr.J02852.1	ANN00361	97.872	94	2	0	849	942	6442	6535	9.43e-41	163
Eucgr.J02852.1	ANN00361	95.098	102	5	0	1055	1156	6826	6927	3.39e-40	161
Eucgr.J02852.1	ANN00361	100.000	82	0	0	603	684	5100	5181	2.04e-37	152
Eucgr.J02852.1	ANN00361	96.104	77	3	0	1390	1466	7969	8045	1.24e-29	126
Eucgr.J02852.1	ANN00361	95.833	72	3	0	1968	2039	10747	10818	7.44e-27	117
Eucgr.J02852.1	ANN00361	95.775	71	3	0	780	850	6191	6261	2.68e-26	115
Eucgr.J02852.1	ANN00361	98.113	53	1	0	1608	1660	9272	9324	1.25e-19	93.5
Eucgr.J02852.1	ANN00361	100.000	49	0	0	1156	1204	7012	7060	4.51e-19	91.6
Eucgr.J01880.1	ANN01159	75.236	424	101	4	31	452	2434	2013	1.62e-51	198
Eucgr.J01864.1	ANN01159	84.497	845	126	4	445	1286	1204	362	0.0	830
Eucgr.J01864.1	ANN01159	83.184	446	73	2	1	445	2428	1984	2.36e-114	407
Eucgr.J01978.1	ANN01072	88.139	489	58	0	1	489	731	1219	1.35e-167	582
Eucgr.J01959.1	ANN01072	89.711	554	52	4	298	846	666	1219	0.0	702
Eucgr.J01986.1	ANN01072	88.912	487	54	0	57	543	1217	731	4.37e-173	601
Eucgr.J02988.1	ANN00238	99.202	1002	5	1	1	999	1	1002	0.0	1803
Eucgr.J02988.1	ANN00238	96.989	797	12	4	1397	2181	2541	3337	0.0	1328
Eucgr.J02988.1	ANN00238	99.134	231	1	1	1169	1398	1686	1916	2.40e-116	414
Eucgr.J02988.1	ANN00238	100.000	178	0	0	997	1174	1261	1438	8.94e-91	329
Eucgr.J00233.1	ANN02418	98.034	356	7	0	626	981	356	1	2.11e-178	619
Eucgr.J00233.1	ANN02418	98.997	299	0	1	178	473	3067	2769	2.82e-152	532
Eucgr.J00233.1	ANN02418	98.742	159	2	0	472	630	1688	1530	3.14e-77	283
Eucgr.J01042.1	ANN01799	95.861	604	10	1	393	996	589	1	0.0	963
Eucgr.J01042.1	ANN01799	99.491	393	2	0	1	393	1053	661	0.0	715
Eucgr.J00161.1	ANN02479	89.394	66	5	2	714	777	1113	1048	1.37e-16	82.4
Eucgr.J00160.1	ANN02479	94.643	56	3	0	650	705	1103	1048	2.79e-18	87.9
Eucgr.J00160.2	ANN02479	94.643	56	3	0	650	705	1103	1048	2.77e-18	87.9
Eucgr.J01981.1	ANN01072	87.526	489	52	5	1	480	731	1219	8.03e-160	556
Eucgr.J02241.1	ANN00730	83.687	754	100	14	1	741	1	744	0.0	689
Eucgr.J03176.1	ANN01922	89.317	571	61	0	512	1082	644	74	0.0	717
Eucgr.J03176.1	ANN01922	87.333	300	33	4	217	512	990	692	7.62e-94	339
Eucgr.J00884.1	ANN01922	99.138	1740	15	0	1	1740	5211	3472	0.0	3131
Eucgr.J00884.1	ANN01922	98.990	990	10	0	1951	2940	990	1	0.0	1773
Eucgr.J00884.1	ANN01922	88.750	560	63	0	8	567	5384	4825	0.0	686
Eucgr.J00884.1	ANN01922	86.949	567	74	0	1	567	5751	5185	0.0	638
Eucgr.J00884.1	ANN01922	86.903	565	74	0	3	567	5569	5005	0.0	634
Eucgr.J00884.1	ANN01922	86.606	545	71	2	24	567	5908	5365	2.32e-172	601
Eucgr.J00884.1	ANN01922	87.863	379	46	0	9	387	5023	4645	1.15e-125	446
Eucgr.J00884.1	ANN01922	86.849	365	46	2	204	567	5908	5545	5.42e-114	407
Eucgr.J00884.1	ANN01922	98.148	216	4	0	1739	1954	1906	1691	4.25e-105	377
Eucgr.J00890.1	ANN01922	87.354	941	113	6	1124	2061	989	52	0.0	1074
Eucgr.J02480.1	ANN00569	92.373	118	0	1	70	187	1	109	1.43e-40	159
Eucgr.J02480.1	ANN00569	97.619	84	2	0	184	267	189	272	4.00e-36	145
Eucgr.J02846.1	ANN00366	96.626	326	11	0	31	356	1	326	1.65e-155	542
Eucgr.J01977.1	ANN01072	89.571	489	51	0	361	849	731	1219	5.06e-179	621
Eucgr.J03148.1	ANN00103	98.849	1564	18	0	102	1665	644	2207	0.0	2789
Eucgr.J03148.1	ANN00103	99.029	103	1	0	1	103	1	103	1.56e-47	185
Eucgr.J01043.1	ANN01799	100.000	108	0	0	4879	4986	3415	3308	1.68e-51	200
Eucgr.J01651.1	ANN10841	71.994	682	178	13	285	960	789	115	7.74e-49	189
Eucgr.J00159.1	ANN02479	87.805	164	19	1	327	489	971	808	1.31e-49	191
Eucgr.J00159.1	ANN02479	80.928	194	36	1	82	274	1388	1195	6.16e-38	152
Eucgr.J00159.1	ANN02479	93.750	48	3	0	283	330	1095	1048	4.93e-14	73.1
Eucgr.J00159.2	ANN02479	87.879	165	19	1	327	490	971	807	3.61e-50	193
Eucgr.J00159.2	ANN02479	80.928	194	36	1	82	274	1388	1195	6.13e-38	152
Eucgr.J00159.2	ANN02479	93.750	48	3	0	283	330	1095	1048	4.91e-14	73.1
Eucgr.J00763.1	ANN02010	99.260	1352	10	0	440	1791	1292	2643	0.0	2442
Eucgr.J00763.1	ANN02010	94.762	210	10	1	144	353	356	564	9.48e-90	326
Eucgr.J00763.1	ANN02010	97.203	143	4	0	3	145	105	247	9.82e-65	243
Eucgr.J00763.1	ANN02010	98.901	91	1	0	351	441	1056	1146	7.87e-41	163
Eucgr.J02232.1	ANN00827	95.575	226	10	0	82	307	2008	1783	2.65e-101	363
Eucgr.J02232.1	ANN00827	98.333	120	0	2	363	481	848	730	3.65e-55	209
Eucgr.J02232.1	ANN00827	100.000	103	0	0	567	669	103	1	1.32e-49	191
Eucgr.J02232.1	ANN00827	98.958	96	1	0	473	568	635	540	4.79e-44	172
Eucgr.J02232.1	ANN00827	100.000	63	0	0	302	364	1678	1616	2.28e-27	117
Eucgr.J01592.1	ANN01404	87.762	286	32	1	1	286	1	283	5.16e-92	331
Eucgr.J01592.1	ANN01404	93.210	162	11	0	292	453	682	843	3.22e-64	239
Eucgr.J01817.1	ANN01213	94.578	166	9	0	221	386	950	785	1.43e-69	257
Eucgr.J01817.2	ANN01213	94.578	166	9	0	221	386	950	785	1.42e-69	257
Eucgr.J01817.3	ANN01213	94.578	166	9	0	221	386	950	785	1.41e-69	257
Eucgr.J01160.1	ANN06694	87.838	74	9	0	49	122	3750	3677	2.68e-18	87.9
Eucgr.J01160.2	ANN06694	87.838	74	9	0	49	122	3750	3677	2.17e-18	87.9
Eucgr.J02304.1	ANN00770	99.190	247	2	0	1	247	247	1	1.44e-126	446
Eucgr.J01877.1	ANN01159	97.252	837	23	0	445	1281	1204	368	0.0	1419
Eucgr.J01877.1	ANN01159	98.202	445	8	0	1	445	2428	1984	0.0	778
Eucgr.J02851.1	ANN20900	83.333	408	63	3	248	651	3350	2944	1.17e-103	372
Eucgr.J00376.1	ANN29845	96.250	320	9	3	13	330	2985	2667	5.64e-149	521
Eucgr.J00376.1	ANN29845	96.703	182	6	0	725	906	182	1	2.22e-83	303
Eucgr.J00376.1	ANN29845	99.038	104	1	0	624	727	516	413	2.34e-48	187
Eucgr.J00376.1	ANN29845	98.058	103	2	0	524	626	773	671	3.91e-46	180
Eucgr.J00376.1	ANN29845	100.000	81	0	0	412	492	1365	1285	3.07e-37	150
Eucgr.J00376.1	ANN29845	97.619	84	2	0	333	416	1766	1683	1.43e-35	145
Eucgr.J00376.1	ANN29845	100.000	48	0	0	489	536	922	875	6.78e-19	89.8
Eucgr.J00376.2	ANN29845	96.250	320	9	3	13	330	2985	2667	5.16e-149	521
Eucgr.J00376.2	ANN29845	96.703	182	6	0	650	831	182	1	2.04e-83	303
Eucgr.J00376.2	ANN29845	99.038	104	1	0	549	652	516	413	2.14e-48	187
Eucgr.J00376.2	ANN29845	98.058	103	2	0	449	551	773	671	3.58e-46	180
Eucgr.J00376.2	ANN29845	97.619	84	2	0	333	416	1766	1683	1.31e-35	145
Eucgr.J00376.2	ANN29845	100.000	49	0	0	413	461	923	875	1.73e-19	91.6
Eucgr.J00885.1	ANN01922	98.718	156	2	0	1	156	5902	6057	3.09e-76	278
Eucgr.J01980.1	ANN01072	87.526	489	61	0	1	489	731	1219	1.36e-162	566
Eucgr.J01860.1	ANN01179	99.701	334	1	0	124	457	781	448	2.81e-176	612
Eucgr.J01860.1	ANN01179	100.000	325	0	0	457	781	325	1	6.09e-173	601
Eucgr.J02397.1	ANN00683	99.197	498	4	0	241	738	1031	534	0.0	898
Eucgr.J02397.1	ANN00683	99.057	106	1	0	1	106	2139	2034	1.46e-49	191
Eucgr.J02397.1	ANN00683	100.000	99	0	0	144	242	1915	1817	2.45e-47	183
Eucgr.J02397.1	ANN00683	100.000	42	0	0	105	146	1970	1929	1.19e-15	78.7
Eucgr.J02348.1	ANN00730	97.356	643	16	1	351	993	405	1046	0.0	1092
Eucgr.J02348.1	ANN00730	98.575	351	5	0	1	351	1	351	5.93e-179	621
Eucgr.J01975.1	ANN01072	89.571	489	51	0	1	489	731	1219	2.86e-179	621
Eucgr.J01976.1	ANN01072	87.730	489	60	0	1	489	731	1219	2.92e-164	571
Eucgr.J01966.1	ANN01072	90.244	492	45	1	1	492	731	1219	0.0	640
Eucgr.J03169.1	ANN15812	90.566	265	25	0	31	295	736	1000	2.94e-98	351
Eucgr.J02600.1	ANN00465	98.795	249	3	0	1	249	1	249	5.18e-126	444
Eucgr.J02600.1	ANN00465	100.000	139	0	0	246	384	348	486	7.24e-70	257
Eucgr.J00742.1	ANN02025	100.000	181	0	0	1	181	1796	1616	2.26e-93	335
Eucgr.J00742.1	ANN02025	98.020	101	2	0	173	273	127	27	1.45e-45	176
Eucgr.J02230.1	ANN19364	81.731	104	18	1	988	1091	332	230	1.10e-17	86.1
Eucgr.J01958.1	ANN01072	84.926	471	57	13	43	504	561	1026	6.97e-132	464
Eucgr.J01958.1	ANN01072	94.340	106	6	0	499	604	1114	1219	2.85e-41	163
Eucgr.J01958.2	ANN01072	92.089	493	39	0	54	546	727	1219	0.0	695
Eucgr.J01960.1	ANN01072	91.633	490	39	2	1	489	731	1219	0.0	676
Eucgr.J01985.1	ANN01072	88.344	489	57	0	1	489	731	1219	2.90e-169	588
Eucgr.J00090.1	ANN06270	91.720	157	13	0	2100	2256	9	165	3.82e-57	219
Eucgr.J00090.2	ANN06270	91.720	157	13	0	2100	2256	9	165	3.62e-57	219
Eucgr.J01273.1	ANN29845	96.540	289	9	1	13	301	2985	2698	1.29e-135	477
Eucgr.J01273.2	ANN29845	96.540	289	9	1	13	301	2985	2698	1.16e-135	477
Eucgr.J01273.3	ANN29845	96.540	289	9	1	13	301	2985	2698	1.00e-135	477
Eucgr.J01194.1	ANN01678	97.297	222	6	0	1108	1329	2512	2733	1.91e-105	377
Eucgr.J01194.1	ANN01678	96.774	155	4	1	711	865	1512	1665	2.59e-69	257
Eucgr.J01194.1	ANN01678	97.959	98	2	0	1014	1111	2305	2402	3.47e-43	171
Eucgr.J01194.1	ANN01678	97.938	97	2	0	861	957	1813	1909	1.25e-42	169
