chr start end
Chr01 11452500 11457500
Chr01 11470000 11475000
Chr01 11480000 11485000
Chr01 11482500 11487500
Chr01 11660000 11665000
Chr01 11745000 11750000
Chr01 11747500 11752500
Chr01 11750000 11755000
Chr01 11752500 11757500
Chr01 11770000 11775000
Chr01 11772500 11777500
Chr01 11775000 11780000
Chr01 11777500 11782500
Chr01 11780000 11785000
Chr01 11782500 11787500
Chr01 11900000 11905000
Chr01 11972500 11977500
Chr01 12017500 12022500
Chr01 12020000 12025000
Chr01 12112500 12117500
Chr01 12115000 12120000
Chr01 12275000 12280000
Chr01 12327500 12332500
Chr01 13040000 13045000
Chr01 13042500 13047500
Chr01 13045000 13050000
Chr01 13047500 13052500
Chr01 13050000 13055000
Chr01 13082500 13087500
Chr01 13085000 13090000
Chr01 13115000 13120000
Chr01 13117500 13122500
Chr01 13172500 13177500
Chr01 13185000 13190000
Chr01 13187500 13192500
Chr01 13190000 13195000
Chr01 13197500 13202500
Chr01 13245000 13250000
Chr01 13247500 13252500
Chr01 13250000 13255000
Chr01 13880000 13885000
Chr01 13882500 13887500
Chr01 14052500 14057500
Chr01 14055000 14060000
Chr01 14117500 14122500
Chr01 14120000 14125000
Chr01 14145000 14150000
Chr01 14147500 14152500
Chr01 14157500 14162500
Chr01 14167500 14172500
Chr01 14170000 14175000
Chr01 14172500 14177500
Chr01 14192500 14197500
Chr01 14475000 14480000
Chr01 14477500 14482500
Chr01 14530000 14535000
Chr01 14945000 14950000
Chr01 14947500 14952500
Chr01 14950000 14955000
Chr01 14952500 14957500
Chr01 14957500 14962500
Chr01 14960000 14965000
Chr01 14962500 14967500
Chr01 14965000 14970000
Chr01 14967500 14972500
Chr01 15102500 15107500
Chr01 15150000 15155000
Chr01 15200000 15205000
Chr01 15202500 15207500
Chr01 15227500 15232500
Chr01 15712500 15717500
Chr01 15785000 15790000
Chr01 15792500 15797500
Chr01 15795000 15800000
Chr01 15797500 15802500
Chr01 15800000 15805000
Chr01 15802500 15807500
Chr01 15805000 15810000
Chr01 15807500 15812500
Chr01 15810000 15815000
Chr01 16372500 16377500
Chr01 16505000 16510000
Chr01 16672500 16677500
Chr01 16860000 16865000
Chr01 17490000 17495000
Chr01 17492500 17497500
Chr01 17547500 17552500
Chr01 18105000 18110000
Chr01 18107500 18112500
Chr01 18572500 18577500
Chr01 18620000 18625000
Chr01 18642500 18647500
Chr01 18645000 18650000
Chr01 18647500 18652500
Chr01 18650000 18655000
Chr01 18675000 18680000
Chr01 18680000 18685000
Chr01 18682500 18687500
Chr01 18857500 18862500
Chr01 18860000 18865000
Chr01 18862500 18867500
Chr01 18865000 18870000
Chr01 18967500 18972500
Chr01 18970000 18975000
Chr01 18985000 18990000
Chr01 19287500 19292500
Chr01 19290000 19295000
Chr01 19300000 19305000
Chr01 19302500 19307500
Chr01 19305000 19310000
Chr01 19392500 19397500
Chr01 19420000 19425000
Chr01 19422500 19427500
Chr01 19425000 19430000
Chr01 19427500 19432500
Chr01 19430000 19435000
Chr01 19432500 19437500
Chr01 19435000 19440000
Chr01 19437500 19442500
Chr01 20122500 20127500
Chr01 20950000 20955000
Chr01 21222500 21227500
Chr01 21225000 21230000
Chr01 21325000 21330000
Chr01 21400000 21405000
Chr01 21402500 21407500
Chr01 21405000 21410000
Chr01 21407500 21412500
Chr01 21410000 21415000
Chr01 21415000 21420000
Chr01 21417500 21422500
Chr01 21425000 21430000
Chr01 21427500 21432500
Chr01 21455000 21460000
Chr01 21492500 21497500
Chr01 21770000 21775000
Chr01 21772500 21777500
Chr01 21775000 21780000
Chr01 22272500 22277500
Chr01 22275000 22280000
Chr01 22445000 22450000
Chr01 23187500 23192500
Chr01 23190000 23195000
Chr01 23195000 23200000
Chr01 23490000 23495000
Chr01 23537500 23542500
Chr01 23577500 23582500
Chr01 24147500 24152500
Chr01 24210000 24215000
Chr01 24212500 24217500
Chr01 24260000 24265000
Chr01 25112500 25117500
Chr01 25202500 25207500
Chr01 25230000 25235000
Chr01 25232500 25237500
Chr01 25330000 25335000
Chr01 25345000 25350000
Chr01 25607500 25612500
Chr01 25610000 25615000
Chr01 26250000 26255000
Chr01 26297500 26302500
Chr01 26307500 26312500
Chr01 26327500 26332500
Chr01 26330000 26335000
Chr01 26427500 26432500
Chr01 26562500 26567500
Chr01 26565000 26570000
Chr01 26570000 26575000
Chr01 26572500 26577500
Chr01 26577500 26582500
Chr01 26697500 26702500
Chr01 26877500 26882500
Chr01 27010000 27015000
Chr01 27012500 27017500
Chr01 27015000 27020000
Chr01 27020000 27025000
Chr01 27177500 27182500
Chr01 27410000 27415000
Chr01 27465000 27470000
Chr01 27507500 27512500
Chr01 27510000 27515000
Chr01 27722500 27727500
Chr01 27725000 27730000
Chr01 28410000 28415000
Chr01 28420000 28425000
Chr01 28510000 28515000
Chr01 28512500 28517500
Chr01 28517500 28522500
Chr01 28520000 28525000
Chr01 28602500 28607500
Chr01 28605000 28610000
Chr01 28635000 28640000
Chr01 28645000 28650000
Chr01 28647500 28652500
Chr01 28650000 28655000
Chr01 28652500 28657500
Chr01 28655000 28660000
Chr01 28657500 28662500
Chr01 28660000 28665000
Chr01 28670000 28675000
Chr01 28672500 28677500
Chr01 28692500 28697500
Chr01 28695000 28700000
Chr01 28750000 28755000
Chr01 28752500 28757500
Chr01 28802500 28807500
Chr01 28805000 28810000
Chr01 29067500 29072500
Chr01 30700000 30705000
Chr01 30852500 30857500
Chr01 30857500 30862500
Chr01 30870000 30875000
Chr01 30925000 30930000
Chr01 31122500 31127500
Chr01 31342500 31347500
Chr01 31350000 31355000
Chr01 31400000 31405000
Chr01 31415000 31420000
Chr01 31417500 31422500
Chr01 31420000 31425000
Chr01 31422500 31427500
Chr01 31425000 31430000
Chr01 31427500 31432500
Chr01 31697500 31702500
Chr01 31700000 31705000
Chr01 31915000 31920000
Chr01 32015000 32020000
Chr01 32055000 32060000
Chr01 32062500 32067500
Chr01 32092500 32097500
Chr01 32140000 32145000
Chr01 32285000 32290000
Chr01 32287500 32292500
Chr01 32537500 32542500
Chr01 32540000 32545000
Chr01 32725000 32730000
Chr01 32862500 32867500
Chr01 32877500 32882500
Chr01 32882500 32887500
Chr01 32885000 32890000
Chr01 32960000 32965000
Chr01 33010000 33015000
Chr01 33135000 33140000
Chr01 33202500 33207500
Chr01 33205000 33210000
Chr01 33390000 33395000
Chr01 33392500 33397500
Chr01 33532500 33537500
Chr01 33595000 33600000
Chr01 33627500 33632500
Chr01 33652500 33657500
Chr01 33795000 33800000
Chr01 33797500 33802500
Chr01 33810000 33815000
Chr01 33845000 33850000
Chr01 33867500 33872500
Chr01 33870000 33875000
Chr01 33920000 33925000
Chr01 33922500 33927500
Chr01 33925000 33930000
Chr01 33927500 33932500
Chr01 33930000 33935000
Chr01 34215000 34220000
Chr01 34217500 34222500
Chr01 34240000 34245000
Chr01 34242500 34247500
Chr01 34605000 34610000
Chr01 34705000 34710000
Chr01 34707500 34712500
Chr01 34710000 34715000
Chr01 34767500 34772500
Chr01 34770000 34775000
Chr01 34772500 34777500
Chr01 34830000 34835000
Chr01 34902500 34907500
Chr01 34905000 34910000
Chr01 35087500 35092500
Chr01 35170000 35175000
Chr01 35172500 35177500
Chr01 35317500 35322500
Chr01 35372500 35377500
Chr01 35377500 35382500
Chr01 35380000 35385000
Chr01 35382500 35387500
Chr01 35385000 35390000
Chr01 35387500 35392500
Chr01 35390000 35395000
Chr01 35507500 35512500
Chr01 35510000 35515000
Chr01 35512500 35517500
Chr01 35552500 35557500
Chr01 35560000 35565000
Chr01 35627500 35632500
Chr01 35630000 35635000
Chr01 35892500 35897500
Chr01 35955000 35960000
Chr01 35957500 35962500
Chr01 36017500 36022500
Chr01 36345000 36350000
Chr01 36377500 36382500
Chr01 36387500 36392500
Chr01 36390000 36395000
Chr01 36515000 36520000
Chr01 36527500 36532500
Chr01 36535000 36540000
Chr01 36537500 36542500
Chr01 36640000 36645000
Chr01 36642500 36647500
Chr01 36645000 36650000
Chr01 36670000 36675000
Chr01 36692500 36697500
Chr01 36737500 36742500
Chr01 36752500 36757500
Chr01 36770000 36775000
Chr01 36810000 36815000
Chr01 36812500 36817500
Chr01 36825000 36830000
Chr01 36827500 36832500
Chr01 36830000 36835000
Chr01 36835000 36840000
Chr01 36837500 36842500
Chr01 36840000 36845000
Chr01 36845000 36850000
Chr01 36847500 36852500
Chr01 36852500 36857500
Chr01 36855000 36860000
Chr01 36857500 36862500
Chr01 36865000 36870000
Chr01 36877500 36882500
Chr01 36885000 36890000
Chr01 36887500 36892500
Chr01 36897500 36902500
Chr01 36900000 36905000
Chr01 36910000 36915000
Chr01 36912500 36917500
Chr01 36915000 36920000
Chr01 37467500 37472500
Chr01 37750000 37755000
Chr01 37757500 37762500
Chr01 37812500 37817500
Chr01 37815000 37820000
Chr01 38110000 38115000
Chr01 38112500 38117500
Chr01 38147500 38152500
Chr01 38240000 38245000
Chr01 38322500 38327500
Chr01 38500000 38505000
Chr01 38502500 38507500
Chr01 38622500 38627500
Chr01 38632500 38637500
Chr01 38635000 38640000
Chr01 38642500 38647500
Chr01 38645000 38650000
Chr01 38655000 38660000
Chr01 38657500 38662500
Chr01 38702500 38707500
Chr01 38705000 38710000
Chr01 38707500 38712500
Chr01 38750000 38755000
Chr01 39987500 39992500
Chr01 39990000 39995000
Chr01 40155000 40160000
Chr01 40157500 40162500
Chr01 40160000 40165000
Chr01 40272500 40277500
Chr01 40322500 40327500
Chr01 40327500 40332500
Chr01 40482500 40487500
Chr01 40485000 40490000
Chr01 40495000 40500000
Chr01 40497500 40502500
Chr01 40540000 40545000
Chr01 40547500 40552500
Chr01 40560000 40565000
Chr01 40565000 40570000
Chr01 40567500 40572500
Chr01 40572500 40577500
Chr01 40575000 40580000
Chr01 40577500 40582500
Chr01 40580000 40585000
Chr01 40585000 40590000
Chr01 40610000 40615000
Chr01 40612500 40617500
Chr01 40642500 40647500
Chr01 41345000 41350000
Chr01 41635000 41640000
Chr01 41642500 41647500
Chr01 41857500 41862500
Chr01 42002500 42007500
Chr01 42005000 42010000
Chr01 42010000 42015000
Chr01 42027500 42032500
Chr01 42037500 42042500
Chr01 42040000 42045000
Chr01 42147500 42152500
Chr01 42150000 42155000
Chr02 112500 117500
Chr02 115000 120000
Chr02 217500 222500
Chr02 515000 520000
Chr02 840000 845000
Chr02 1140000 1145000
Chr02 1205000 1210000
Chr02 1227500 1232500
Chr02 1380000 1385000
Chr02 1432500 1437500
Chr02 1512500 1517500
Chr02 1515000 1520000
Chr02 1522500 1527500
Chr02 1540000 1545000
Chr02 1542500 1547500
Chr02 1592500 1597500
Chr02 1595000 1600000
Chr02 1790000 1795000
Chr02 1792500 1797500
Chr02 2805000 2810000
Chr02 2822500 2827500
Chr02 2877500 2882500
Chr02 2880000 2885000
Chr02 2917500 2922500
Chr02 2920000 2925000
Chr02 3135000 3140000
Chr02 3500000 3505000
Chr02 3637500 3642500
Chr02 4090000 4095000
Chr02 4100000 4105000
Chr02 4102500 4107500
Chr02 4110000 4115000
Chr02 4122500 4127500
Chr02 4132500 4137500
Chr02 4135000 4140000
Chr02 4145000 4150000
Chr02 4330000 4335000
Chr02 4332500 4337500
Chr02 4347500 4352500
Chr02 4350000 4355000
Chr02 4410000 4415000
Chr02 4990000 4995000
Chr02 5290000 5295000
Chr02 5307500 5312500
Chr02 5310000 5315000
Chr02 5312500 5317500
Chr02 5395000 5400000
Chr02 5397500 5402500
Chr02 5502500 5507500
Chr02 5672500 5677500
Chr02 5675000 5680000
Chr02 5715000 5720000
Chr02 5717500 5722500
Chr02 5730000 5735000
Chr02 5732500 5737500
Chr02 5755000 5760000
Chr02 5757500 5762500
Chr02 5782500 5787500
Chr02 5797500 5802500
Chr02 5800000 5805000
Chr02 5802500 5807500
Chr02 5805000 5810000
Chr02 5820000 5825000
Chr02 5822500 5827500
Chr02 5825000 5830000
Chr02 5955000 5960000
Chr02 5967500 5972500
Chr02 5970000 5975000
Chr02 5977500 5982500
Chr02 5980000 5985000
Chr02 6015000 6020000
Chr02 6037500 6042500
Chr02 6135000 6140000
Chr02 6160000 6165000
Chr02 6182500 6187500
Chr02 6322500 6327500
Chr02 6325000 6330000
Chr02 6400000 6405000
Chr02 7622500 7627500
Chr02 7625000 7630000
Chr02 8342500 8347500
Chr02 9340000 9345000
Chr02 9342500 9347500
Chr02 9345000 9350000
Chr02 9347500 9352500
Chr02 9595000 9600000
Chr02 9597500 9602500
Chr02 9832500 9837500
Chr02 9835000 9840000
Chr02 10285000 10290000
Chr02 10287500 10292500
Chr02 11235000 11240000
Chr02 11265000 11270000
Chr02 11267500 11272500
Chr02 11657500 11662500
Chr02 11700000 11705000
Chr02 11712500 11717500
Chr02 11722500 11727500
Chr02 11797500 11802500
Chr02 11820000 11825000
Chr02 11822500 11827500
Chr02 11922500 11927500
Chr02 11925000 11930000
Chr02 12170000 12175000
Chr02 12172500 12177500
Chr02 12175000 12180000
Chr02 12182500 12187500
Chr02 12185000 12190000
Chr02 12192500 12197500
Chr02 12195000 12200000
Chr02 12305000 12310000
Chr02 12720000 12725000
Chr02 12722500 12727500
Chr02 12732500 12737500
Chr02 12747500 12752500
Chr02 13252500 13257500
Chr02 13255000 13260000
Chr02 13625000 13630000
Chr02 13905000 13910000
Chr02 13907500 13912500
Chr02 14542500 14547500
Chr02 14700000 14705000
Chr02 14732500 14737500
Chr02 14735000 14740000
Chr02 14740000 14745000
Chr02 14762500 14767500
Chr02 15802500 15807500
Chr02 15805000 15810000
Chr02 15807500 15812500
Chr02 15817500 15822500
Chr02 16365000 16370000
Chr02 16572500 16577500
Chr02 17287500 17292500
Chr02 17312500 17317500
Chr02 17405000 17410000
Chr02 17975000 17980000
Chr02 17985000 17990000
Chr02 17987500 17992500
Chr02 18165000 18170000
Chr02 19087500 19092500
Chr02 19307500 19312500
Chr02 19907500 19912500
Chr02 19910000 19915000
Chr02 19992500 19997500
Chr02 19995000 20000000
Chr02 20607500 20612500
Chr02 21685000 21690000
Chr02 21687500 21692500
Chr02 21690000 21695000
Chr02 21692500 21697500
Chr02 21695000 21700000
Chr02 21697500 21702500
Chr02 21700000 21705000
Chr02 21702500 21707500
Chr02 21705000 21710000
Chr02 21852500 21857500
Chr02 21855000 21860000
Chr02 21960000 21965000
Chr02 22030000 22035000
Chr02 22057500 22062500
Chr02 22060000 22065000
Chr02 22065000 22070000
Chr02 22175000 22180000
Chr02 22177500 22182500
Chr02 22180000 22185000
Chr02 22182500 22187500
Chr02 22185000 22190000
Chr02 22192500 22197500
Chr02 22247500 22252500
Chr02 22297500 22302500
Chr02 22325000 22330000
Chr02 22327500 22332500
Chr02 22352500 22357500
Chr02 22355000 22360000
Chr02 22370000 22375000
Chr02 22435000 22440000
Chr02 22775000 22780000
Chr02 22795000 22800000
Chr02 22892500 22897500
Chr02 23317500 23322500
Chr02 23967500 23972500
Chr02 23970000 23975000
Chr02 23992500 23997500
Chr02 23995000 24000000
Chr02 23997500 24002500
Chr02 24150000 24155000
Chr02 24220000 24225000
Chr02 24287500 24292500
Chr02 24290000 24295000
Chr02 24515000 24520000
Chr02 24527500 24532500
Chr02 24562500 24567500
Chr02 24575000 24580000
Chr02 24595000 24600000
Chr02 24707500 24712500
Chr02 24740000 24745000
Chr02 24902500 24907500
Chr02 24905000 24910000
Chr02 24907500 24912500
Chr02 24910000 24915000
Chr02 24922500 24927500
Chr02 24925000 24930000
Chr02 24927500 24932500
Chr02 24992500 24997500
Chr02 24997500 25002500
Chr02 25015000 25020000
Chr02 25017500 25022500
Chr02 25065000 25070000
Chr02 25077500 25082500
Chr02 25697500 25702500
Chr02 26772500 26777500
Chr02 26965000 26970000
Chr02 26967500 26972500
Chr02 26982500 26987500
Chr02 26985000 26990000
Chr02 27017500 27022500
Chr02 27025000 27030000
Chr02 27027500 27032500
Chr02 27030000 27035000
Chr02 27057500 27062500
Chr02 27162500 27167500
Chr02 27437500 27442500
Chr02 27440000 27445000
Chr02 27557500 27562500
Chr02 27560000 27565000
Chr02 27562500 27567500
Chr02 28175000 28180000
Chr02 28177500 28182500
Chr02 28302500 28307500
Chr02 28535000 28540000
Chr02 28537500 28542500
Chr02 28632500 28637500
Chr02 28837500 28842500
Chr02 28952500 28957500
Chr02 28975000 28980000
Chr02 28977500 28982500
Chr02 28980000 28985000
Chr02 29010000 29015000
Chr02 29012500 29017500
Chr02 29015000 29020000
Chr02 29022500 29027500
Chr02 29052500 29057500
Chr02 29055000 29060000
Chr02 31160000 31165000
Chr02 31162500 31167500
Chr02 31182500 31187500
Chr02 31187500 31192500
Chr02 31190000 31195000
Chr02 31192500 31197500
Chr02 31195000 31200000
Chr02 31220000 31225000
Chr02 31245000 31250000
Chr02 31247500 31252500
Chr02 31252500 31257500
Chr02 31345000 31350000
Chr02 31347500 31352500
Chr02 31350000 31355000
Chr02 31467500 31472500
Chr02 31477500 31482500
Chr02 31480000 31485000
Chr02 31485000 31490000
Chr02 31487500 31492500
Chr02 31490000 31495000
Chr02 31492500 31497500
Chr02 31495000 31500000
Chr02 31497500 31502500
Chr02 31502500 31507500
Chr02 31505000 31510000
Chr02 31507500 31512500
Chr02 31517500 31522500
Chr02 31520000 31525000
Chr02 31522500 31527500
Chr02 31525000 31530000
Chr02 31527500 31532500
Chr02 31537500 31542500
Chr02 31565000 31570000
Chr02 31567500 31572500
Chr02 31575000 31580000
Chr02 31577500 31582500
Chr02 31582500 31587500
Chr02 31585000 31590000
Chr02 31587500 31592500
Chr02 31590000 31595000
Chr02 31592500 31597500
Chr02 31595000 31600000
Chr02 31602500 31607500
Chr02 31605000 31610000
Chr02 31607500 31612500
Chr02 31717500 31722500
Chr02 31720000 31725000
Chr02 31735000 31740000
Chr02 31737500 31742500
Chr02 31740000 31745000
Chr02 31930000 31935000
Chr02 31950000 31955000
Chr02 31952500 31957500
Chr02 31955000 31960000
Chr02 31957500 31962500
Chr02 31960000 31965000
Chr02 31997500 32002500
Chr02 32012500 32017500
Chr02 32037500 32042500
Chr02 32085000 32090000
Chr02 32190000 32195000
Chr02 32192500 32197500
Chr02 32195000 32200000
Chr02 32197500 32202500
Chr02 32357500 32362500
Chr02 32815000 32820000
Chr02 32867500 32872500
Chr02 32870000 32875000
Chr02 32930000 32935000
Chr02 32942500 32947500
Chr02 33092500 33097500
Chr02 33095000 33100000
Chr02 33312500 33317500
Chr02 33365000 33370000
Chr02 33367500 33372500
Chr02 33555000 33560000
Chr02 33557500 33562500
Chr02 33560000 33565000
Chr02 33660000 33665000
Chr02 33725000 33730000
Chr02 33727500 33732500
Chr02 33730000 33735000
Chr02 33745000 33750000
Chr02 33747500 33752500
Chr02 33767500 33772500
Chr02 33770000 33775000
Chr02 33782500 33787500
Chr02 33787500 33792500
Chr02 33790000 33795000
Chr02 33840000 33845000
Chr02 33975000 33980000
Chr02 33977500 33982500
Chr02 34092500 34097500
Chr02 34095000 34100000
Chr02 34097500 34102500
Chr02 34452500 34457500
Chr02 34455000 34460000
Chr02 34800000 34805000
Chr02 34802500 34807500
Chr02 34810000 34815000
Chr02 34812500 34817500
Chr02 34815000 34820000
Chr02 35105000 35110000
Chr02 35125000 35130000
Chr02 35302500 35307500
Chr02 35617500 35622500
Chr02 35890000 35895000
Chr02 35892500 35897500
Chr02 35922500 35927500
Chr02 37035000 37040000
Chr02 37100000 37105000
Chr02 37182500 37187500
Chr02 37185000 37190000
Chr02 37222500 37227500
Chr02 37310000 37315000
Chr02 37312500 37317500
Chr02 37315000 37320000
Chr02 37317500 37322500
Chr02 37320000 37325000
Chr02 37327500 37332500
Chr02 37330000 37335000
Chr02 37360000 37365000
Chr02 37367500 37372500
Chr02 38100000 38105000
Chr02 38112500 38117500
Chr02 38317500 38322500
Chr02 38417500 38422500
Chr02 38740000 38745000
Chr02 38767500 38772500
Chr02 39330000 39335000
Chr02 39520000 39525000
Chr02 39537500 39542500
Chr02 39770000 39775000
Chr02 39937500 39942500
Chr02 39940000 39945000
Chr02 40095000 40100000
Chr02 40097500 40102500
Chr02 40197500 40202500
Chr02 40310000 40315000
Chr02 40312500 40317500
Chr02 40317500 40322500
Chr02 40320000 40325000
Chr02 40322500 40327500
Chr02 40380000 40385000
Chr02 40382500 40387500
Chr02 40537500 40542500
Chr02 40642500 40647500
Chr02 40645000 40650000
Chr02 40657500 40662500
Chr02 40662500 40667500
Chr02 40665000 40670000
Chr02 40672500 40677500
Chr02 40675000 40680000
Chr02 40900000 40905000
Chr02 40917500 40922500
Chr02 40920000 40925000
Chr02 40925000 40930000
Chr02 40927500 40932500
Chr02 40935000 40940000
Chr02 40937500 40942500
Chr02 41195000 41200000
Chr02 41215000 41220000
Chr02 41245000 41250000
Chr02 41247500 41252500
Chr02 41420000 41425000
Chr02 41422500 41427500
Chr02 41437500 41442500
Chr02 41515000 41520000
Chr02 41830000 41835000
Chr02 41832500 41837500
Chr02 41835000 41840000
Chr02 41837500 41842500
Chr02 41840000 41845000
Chr02 41855000 41860000
Chr02 41937500 41942500
Chr02 41940000 41945000
Chr02 41967500 41972500
Chr02 41997500 42002500
Chr02 42000000 42005000
Chr02 42002500 42007500
Chr02 42005000 42010000
Chr02 42100000 42105000
Chr02 42130000 42135000
Chr02 42837500 42842500
Chr02 43172500 43177500
Chr02 43192500 43197500
Chr02 43195000 43200000
Chr02 43197500 43202500
Chr02 43200000 43205000
Chr02 43202500 43207500
Chr02 43225000 43230000
Chr02 43227500 43232500
Chr02 43407500 43412500
Chr02 43410000 43415000
Chr02 43412500 43417500
Chr02 43415000 43420000
Chr02 43417500 43422500
Chr02 43482500 43487500
Chr02 43515000 43520000
Chr02 43550000 43555000
Chr02 43552500 43557500
Chr02 43555000 43560000
Chr02 43557500 43562500
Chr02 43560000 43565000
Chr02 43562500 43567500
Chr02 43732500 43737500
Chr02 43752500 43757500
Chr02 43755000 43760000
Chr02 43780000 43785000
Chr02 43782500 43787500
Chr02 43960000 43965000
Chr02 43967500 43972500
Chr02 43970000 43975000
Chr02 44100000 44105000
Chr02 44102500 44107500
Chr02 44105000 44110000
Chr02 44107500 44112500
Chr02 44110000 44115000
Chr02 44117500 44122500
Chr02 44215000 44220000
Chr02 44217500 44222500
Chr02 44315000 44320000
Chr02 44420000 44425000
Chr02 45022500 45027500
Chr02 45025000 45030000
Chr02 45572500 45577500
Chr02 45575000 45580000
Chr02 45577500 45582500
Chr02 45580000 45585000
Chr02 45590000 45595000
Chr02 45682500 45687500
Chr02 45855000 45860000
Chr02 46150000 46155000
Chr02 46172500 46177500
Chr02 46267500 46272500
Chr02 46270000 46275000
Chr02 46272500 46277500
Chr02 46295000 46300000
Chr02 46297500 46302500
Chr02 46300000 46305000
Chr02 46755000 46760000
Chr02 46767500 46772500
Chr02 46770000 46775000
Chr02 46772500 46777500
Chr02 46775000 46780000
Chr02 47125000 47130000
Chr02 47127500 47132500
Chr02 47707500 47712500
Chr02 47935000 47940000
Chr02 47937500 47942500
Chr02 48542500 48547500
Chr02 48770000 48775000
Chr02 48965000 48970000
Chr02 48987500 48992500
Chr02 49042500 49047500
Chr02 49045000 49050000
Chr02 49092500 49097500
Chr02 49235000 49240000
Chr02 49237500 49242500
Chr02 49240000 49245000
Chr02 49312500 49317500
Chr02 49500000 49505000
Chr02 49545000 49550000
Chr02 49772500 49777500
Chr02 49795000 49800000
Chr02 49825000 49830000
Chr02 49835000 49840000
Chr02 50220000 50225000
Chr02 50345000 50350000
Chr02 50347500 50352500
Chr03 35000 40000
Chr03 412500 417500
Chr03 415000 420000
Chr03 442500 447500
Chr03 445000 450000
Chr03 462500 467500
Chr03 1187500 1192500
Chr03 1190000 1195000
Chr03 1397500 1402500
Chr03 1495000 1500000
Chr03 1632500 1637500
Chr03 1635000 1640000
Chr03 1637500 1642500
Chr03 1640000 1645000
Chr03 1650000 1655000
Chr03 1757500 1762500
Chr03 2285000 2290000
Chr03 2315000 2320000
Chr03 3317500 3322500
Chr03 3320000 3325000
Chr03 3335000 3340000
Chr03 3337500 3342500
Chr03 4010000 4015000
Chr03 4012500 4017500
Chr03 4022500 4027500
Chr03 4035000 4040000
Chr03 5682500 5687500
Chr03 5685000 5690000
Chr03 5690000 5695000
Chr03 5692500 5697500
Chr03 5827500 5832500
Chr03 5830000 5835000
Chr03 5837500 5842500
Chr03 5840000 5845000
Chr03 5930000 5935000
Chr03 5985000 5990000
Chr03 5995000 6000000
Chr03 5997500 6002500
Chr03 6000000 6005000
Chr03 6002500 6007500
Chr03 6065000 6070000
Chr03 6650000 6655000
Chr03 6652500 6657500
Chr03 7147500 7152500
Chr03 7402500 7407500
Chr03 7445000 7450000
Chr03 7447500 7452500
Chr03 7450000 7455000
Chr03 7680000 7685000
Chr03 7682500 7687500
Chr03 7685000 7690000
Chr03 7690000 7695000
Chr03 7692500 7697500
Chr03 7695000 7700000
Chr03 7697500 7702500
Chr03 7700000 7705000
Chr03 7702500 7707500
Chr03 7710000 7715000
Chr03 7712500 7717500
Chr03 7772500 7777500
Chr03 7775000 7780000
Chr03 7780000 7785000
Chr03 8425000 8430000
Chr03 8477500 8482500
Chr03 8480000 8485000
Chr03 8482500 8487500
Chr03 8487500 8492500
Chr03 8490000 8495000
Chr03 8760000 8765000
Chr03 9687500 9692500
Chr03 9697500 9702500
Chr03 10477500 10482500
Chr03 10695000 10700000
