Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1i, nu2i, nu1f, nu2f, T)
schange	Round_4_Replicate_48	-107133.1	214276.2	209487.44	331967.02	0.211,1.8387,0.0567,0.015,0.0275
schange	Round_4_Replicate_49	-113366.94	226743.88	223168.81	325638.56	0.1903,0.7819,0.0944,0.0254,0.0362
schange	Round_4_Replicate_50	-113980.13	227970.26	220406.1	329938.48	0.0673,0.7941,0.1475,0.0195,0.0282
schange	Round_4_Replicate_51	-112109.14	224228.28	219467.72	330040.68	0.1555,1.7293,0.0982,0.02,0.0363
schange	Round_4_Replicate_52	-111346.8	222703.6	220779.68	327651.05	0.2002,1.5051,0.085,0.0189,0.0342
schange	Round_4_Replicate_53	-106460.87	212931.74	208263.08	338263.21	0.2004,2.2671,0.0548,0.0137,0.0284
schange	Round_4_Replicate_54	-119550.32	239110.64	233639.43	321129.34	0.1172,1.3461,0.1703,0.0253,0.0408
schange	Round_4_Replicate_55	-112526.67	225063.34	220583.66	328589.61	0.144,0.9511,0.1009,0.0221,0.0341
schange	Round_4_Replicate_56	-109859.95	219729.9	215292.09	336295.53	0.0797,1.4663,0.1037,0.0138,0.0263
schange	Round_4_Replicate_57	-112242.02	224494.04	217144.06	332310.48	0.0803,2.1673,0.1269,0.0158,0.0302
schange	Round_4_Replicate_58	-106653.34	213316.68	209903.65	338668.81	0.1468,0.7252,0.0547,0.0146,0.0238
schange	Round_4_Replicate_59	-104402.82	208815.64	203037.03	343210.42	0.1101,1.1128,0.0452,0.0105,0.0194
schange	Round_4_Replicate_60	-108997.34	218004.68	213277.71	335087.0	0.0683,1.6877,0.1049,0.012,0.0234
schange	Round_4_Replicate_61	-117726.16	235462.32	231480.95	323513.25	0.1854,0.6992,0.1174,0.0322,0.0428
schange	Round_4_Replicate_62	-114582.52	229175.04	227171.1	331564.73	0.0982,1.221,0.1288,0.0178,0.0324
schange	Round_4_Replicate_63	-106488.21	212986.42	207890.4	335363.18	0.1875,1.7726,0.057,0.0144,0.0273
schange	Round_4_Replicate_64	-105999.76	212009.52	204794.48	338735.16	0.1355,2.0655,0.0559,0.0125,0.0246
schange	Round_4_Replicate_65	-111431.75	222873.5	216063.09	331055.76	0.1749,0.6601,0.0794,0.0255,0.0338
schange	Round_4_Replicate_66	-109988.7	219987.4	214311.6	341489.02	0.0816,1.2722,0.0879,0.0144,0.0266
schange	Round_4_Replicate_67	-107346.99	214703.98	209389.87	337268.53	0.1874,1.4492,0.0591,0.016,0.0292
schange	Round_4_Replicate_68	-113680.75	227371.5	222575.06	328738.15	0.0689,1.772,0.1561,0.0148,0.0279
schange	Round_4_Replicate_69	-110973.04	221956.08	219505.48	330258.25	0.1409,1.3776,0.0922,0.0171,0.031
schange	Round_4_Replicate_70	-107731.12	215472.24	212145.01	334200.55	0.0785,1.0974,0.068,0.0111,0.019
schange	Round_4_Replicate_71	-106005.48	212020.96	204498.93	342283.07	0.079,1.0713,0.0612,0.0116,0.0205
schange	Round_4_Replicate_72	-109274.93	218559.86	214057.6	338557.49	0.1003,1.5151,0.0853,0.0144,0.0277
schange	Round_4_Replicate_73	-112311.58	224633.16	218865.12	325942.89	0.1785,1.3008,0.0942,0.0228,0.0361
schange	Round_4_Replicate_74	-106964.16	213938.32	208525.4	335618.06	0.173,0.7636,0.0556,0.0171,0.0259
schange	Round_4_Replicate_75	-107830.86	215671.72	211402.56	335675.62	0.0919,0.6459,0.0742,0.0148,0.0224
schange	Round_4_Replicate_76	-111380.13	222770.26	220698.06	332415.65	0.1988,2.1747,0.0831,0.018,0.0367
schange	Round_4_Replicate_77	-113536.4	227082.8	224094.05	326853.81	0.0901,0.6976,0.1205,0.0189,0.0272
schange	Round_4_Replicate_78	-107343.22	214696.44	208309.17	337382.55	0.1102,0.7139,0.0662,0.016,0.0242
schange	Round_4_Replicate_79	-105156.32	210322.64	203402.3	339874.87	0.1235,2.2303,0.0518,0.0109,0.0222
schange	Round_4_Replicate_80	-109110.89	218231.78	210777.4	337365.12	0.1221,1.0584,0.0737,0.0176,0.0286
