Chr Start End
Chr01 26955000 26959999
Chr01 26970000 26974999
Chr01 26980000 26984999
Chr01 26985000 26989999
Chr01 27005000 27009999
Chr01 27015000 27019999
Chr01 27055000 27059999
Chr01 27060000 27064999
Chr01 27065000 27069999
Chr01 27465000 27469999
Chr01 27525000 27529999
Chr01 27695000 27699999
Chr01 27700000 27704999
Chr01 28310000 28314999
Chr01 28335000 28339999
Chr01 28450000 28454999
Chr01 28455000 28459999
Chr01 28665000 28669999
Chr01 28745000 28749999
Chr01 29380000 29384999
Chr01 30030000 30034999
Chr01 30225000 30229999
Chr01 30705000 30709999
Chr01 30730000 30734999
Chr01 30755000 30759999
Chr01 30775000 30779999
Chr01 31185000 31189999
Chr01 31215000 31219999
Chr01 32040000 32044999
Chr01 32055000 32059999
Chr01 32090000 32094999
Chr01 32110000 32114999
Chr01 32215000 32219999
Chr01 32225000 32229999
Chr01 32250000 32254999
Chr01 32290000 32294999
Chr01 32460000 32464999
Chr01 32495000 32499999
Chr01 32505000 32509999
Chr01 32520000 32524999
Chr01 32830000 32834999
Chr01 32835000 32839999
Chr01 33010000 33014999
Chr01 33135000 33139999
Chr01 33500000 33504999
Chr01 33620000 33624999
Chr01 33630000 33634999
Chr01 33650000 33654999
Chr01 34955000 34959999
Chr01 35350000 35354999
Chr01 35360000 35364999
Chr01 35370000 35374999
Chr01 35580000 35584999
Chr01 35585000 35589999
Chr01 35595000 35599999
Chr01 35685000 35689999
Chr01 35805000 35809999
Chr01 35910000 35914999
Chr01 35915000 35919999
Chr01 35920000 35924999
Chr01 35950000 35954999
Chr01 35970000 35974999
Chr01 36055000 36059999
Chr01 36290000 36294999
Chr01 36315000 36319999
Chr01 36325000 36329999
Chr01 36390000 36394999
Chr01 36475000 36479999
Chr01 36545000 36549999
Chr01 36575000 36579999
Chr01 36580000 36584999
Chr01 36645000 36649999
Chr01 36660000 36664999
Chr01 37600000 37604999
Chr01 37705000 37709999
Chr01 37750000 37754999
Chr01 37790000 37794999
Chr01 37805000 37809999
Chr01 37925000 37929999
Chr01 38020000 38024999
Chr01 38125000 38129999
Chr01 38190000 38194999
Chr01 38215000 38219999
Chr01 38340000 38344999
Chr01 38455000 38459999
Chr01 38505000 38509999
Chr01 38750000 38754999
Chr01 38790000 38794999
Chr01 38825000 38829999
Chr01 38830000 38834999
Chr01 38835000 38839999
Chr01 38895000 38899999
Chr01 38905000 38909999
Chr01 38945000 38949999
Chr01 39350000 39354999
Chr01 39375000 39379999
Chr01 39620000 39624999
Chr01 39745000 39749999
Chr01 39765000 39769999
Chr01 39955000 39959999
Chr01 40250000 40254999
Chr01 40255000 40259999
Chr01 40285000 40289999
Chr01 40350000 40354999
Chr01 40370000 40374999
Chr01 40590000 40594999
Chr01 40615000 40619999
Chr01 40670000 40674999
Chr01 40675000 40679999
Chr01 40685000 40689999
Chr01 40700000 40704999
Chr01 40705000 40709999
Chr01 40710000 40714999
Chr01 40950000 40954999
Chr01 41020000 41024999
Chr01 41080000 41084999
Chr01 41350000 41354999
Chr01 41510000 41514999
Chr01 41595000 41599999
Chr01 41635000 41639999
Chr01 41665000 41669999
Chr01 41885000 41889999
Chr01 41895000 41899999
Chr02 275000 279999
Chr02 340000 344999
Chr02 410000 414999
Chr02 415000 419999
Chr02 605000 609999
Chr02 790000 794999
Chr02 805000 809999
Chr02 810000 814999
Chr02 815000 819999
Chr02 870000 874999
Chr02 1160000 1164999
Chr02 1475000 1479999
Chr02 1480000 1484999
Chr02 2620000 2624999
Chr02 2625000 2629999
Chr02 2630000 2634999
Chr02 2635000 2639999
Chr02 3200000 3204999
Chr02 3240000 3244999
Chr02 3440000 3444999
Chr02 3505000 3509999
Chr02 3550000 3554999
Chr02 3710000 3714999
Chr02 4745000 4749999
Chr02 4915000 4919999
Chr02 5500000 5504999
Chr02 5805000 5809999
Chr02 5910000 5914999
Chr02 5970000 5974999
Chr02 6030000 6034999
Chr02 6150000 6154999
Chr02 7285000 7289999
Chr02 7355000 7359999
Chr02 7400000 7404999
Chr02 7895000 7899999
Chr02 7935000 7939999
Chr02 7960000 7964999
Chr02 8340000 8344999
Chr02 9015000 9019999
Chr02 10040000 10044999
Chr02 14115000 14119999
Chr02 14265000 14269999
Chr02 14525000 14529999
Chr02 14735000 14739999
Chr02 17320000 17324999
Chr02 17370000 17374999
Chr02 17540000 17544999
Chr02 17555000 17559999
Chr02 17585000 17589999
Chr02 18595000 18599999
Chr02 19400000 19404999
Chr02 19525000 19529999
Chr02 19595000 19599999
Chr02 20185000 20189999
Chr02 20190000 20194999
Chr02 20220000 20224999
Chr02 20430000 20434999
Chr02 20555000 20559999
Chr02 20710000 20714999
Chr02 20950000 20954999
Chr02 24020000 24024999
Chr02 24320000 24324999
Chr02 25005000 25009999
Chr02 27175000 27179999
Chr02 27710000 27714999
Chr02 33320000 33324999
Chr02 33420000 33424999
Chr02 33455000 33459999
Chr02 33895000 33899999
Chr02 34465000 34469999
Chr02 34815000 34819999
Chr02 34825000 34829999
Chr02 35015000 35019999
Chr02 35050000 35054999
Chr02 35435000 35439999
Chr02 35540000 35544999
Chr02 35980000 35984999
Chr02 36495000 36499999
Chr02 36570000 36574999
Chr02 36615000 36619999
Chr02 36775000 36779999
Chr02 36865000 36869999
Chr02 36940000 36944999
Chr02 37100000 37104999
Chr02 37175000 37179999
Chr02 37185000 37189999
Chr02 37200000 37204999
Chr02 37250000 37254999
Chr02 37285000 37289999
Chr02 37335000 37339999
Chr02 37350000 37354999
Chr02 37555000 37559999
Chr02 37565000 37569999
Chr02 37685000 37689999
Chr02 38150000 38154999
Chr02 38170000 38174999
Chr02 38220000 38224999
Chr02 38455000 38459999
Chr02 38550000 38554999
Chr02 38595000 38599999
Chr02 38605000 38609999
Chr02 38610000 38614999
Chr02 38695000 38699999
Chr02 38845000 38849999
Chr02 39040000 39044999
Chr02 39055000 39059999
Chr02 39070000 39074999
Chr02 40105000 40109999
Chr02 40135000 40139999
Chr02 40140000 40144999
Chr02 40145000 40149999
Chr02 40165000 40169999
Chr02 40170000 40174999
Chr02 40175000 40179999
Chr02 40310000 40314999
Chr02 40630000 40634999
Chr02 41195000 41199999
Chr02 41235000 41239999
Chr02 41365000 41369999
Chr02 41400000 41404999
Chr02 41525000 41529999
Chr02 41560000 41564999
Chr02 41700000 41704999
Chr02 41705000 41709999
Chr02 41845000 41849999
Chr02 41860000 41864999
Chr02 41865000 41869999
Chr02 41940000 41944999
Chr02 42125000 42129999
Chr02 42130000 42134999
Chr02 42170000 42174999
Chr02 42255000 42259999
Chr02 43030000 43034999
Chr02 43220000 43224999
Chr02 43245000 43249999
Chr02 43365000 43369999
Chr02 43410000 43414999
Chr02 43440000 43444999
Chr02 43515000 43519999
Chr02 43780000 43784999
Chr02 43785000 43789999
Chr02 43810000 43814999
Chr02 43820000 43824999
Chr02 43840000 43844999
Chr02 43845000 43849999
Chr02 43860000 43864999
Chr02 44005000 44009999
Chr02 44010000 44014999
Chr02 44205000 44209999
Chr02 44210000 44214999
Chr02 44220000 44224999
Chr02 44750000 44754999
Chr02 44770000 44774999
Chr02 44905000 44909999
Chr02 45235000 45239999
Chr02 45240000 45244999
Chr02 45265000 45269999
Chr02 45575000 45579999
Chr02 45665000 45669999
Chr02 45670000 45674999
Chr02 45745000 45749999
Chr02 45785000 45789999
Chr02 45815000 45819999
Chr02 45820000 45824999
Chr02 45895000 45899999
Chr02 46150000 46154999
Chr02 46155000 46159999
Chr02 46410000 46414999
Chr02 46475000 46479999
Chr02 46600000 46604999
Chr02 46650000 46654999
Chr02 46750000 46754999
Chr02 46755000 46759999
Chr02 46780000 46784999
Chr02 46795000 46799999
Chr02 46840000 46844999
Chr02 46880000 46884999
Chr02 46890000 46894999
Chr02 46900000 46904999
Chr02 46920000 46924999
Chr02 46935000 46939999
Chr02 46940000 46944999
Chr02 47200000 47204999
Chr02 47250000 47254999
Chr02 47255000 47259999
Chr02 47260000 47264999
Chr02 47270000 47274999
Chr02 47415000 47419999
Chr02 47665000 47669999
Chr02 47690000 47694999
Chr02 47695000 47699999
Chr02 47710000 47714999
Chr02 47720000 47724999
Chr02 47790000 47794999
Chr02 47960000 47964999
Chr02 47990000 47994999
Chr02 48070000 48074999
Chr02 48175000 48179999
Chr02 48185000 48189999
Chr02 48330000 48334999
Chr02 48360000 48364999
Chr02 48375000 48379999
Chr02 48500000 48504999
Chr02 48740000 48744999
Chr02 48745000 48749999
Chr02 48975000 48979999
Chr02 49320000 49324999
Chr02 49425000 49429999
Chr02 49460000 49464999
Chr02 49485000 49489999
Chr02 49625000 49629999
Chr02 49800000 49804999
Chr02 49815000 49819999
Chr02 49830000 49834999
Chr02 49875000 49879999
Chr02 49910000 49914999
Chr02 49935000 49939999
Chr02 49995000 49999999
Chr02 50085000 50089999
Chr02 50095000 50099999
Chr02 50110000 50114999
Chr02 50155000 50159999
Chr02 50210000 50214999
Chr02 50250000 50254999
Chr02 50280000 50284999
Chr02 50345000 50349999
Chr02 50395000 50399999
Chr02 50455000 50459999
Chr02 50465000 50469999
Chr02 50470000 50474999
Chr02 50475000 50479999
Chr02 50480000 50484999
Chr02 50485000 50489999
Chr02 50510000 50514999
Chr02 50540000 50544999
Chr02 50650000 50654999
Chr02 50670000 50674999
Chr02 50735000 50739999
Chr03 200000 204999
Chr03 220000 224999
Chr03 490000 494999
Chr03 600000 604999
Chr03 660000 664999
Chr03 720000 724999
Chr03 950000 954999
Chr03 1040000 1044999
Chr03 1050000 1054999
Chr03 1060000 1064999
Chr03 1180000 1184999
Chr03 1190000 1194999
Chr03 1410000 1414999
Chr03 1440000 1444999
Chr03 1475000 1479999
Chr03 1615000 1619999
Chr03 1630000 1634999
Chr03 1655000 1659999
Chr03 1740000 1744999
Chr03 1805000 1809999
Chr03 1890000 1894999
Chr03 1915000 1919999
Chr03 1940000 1944999
Chr03 1960000 1964999
Chr03 1985000 1989999
Chr03 2210000 2214999
Chr03 2355000 2359999
Chr03 2775000 2779999
Chr03 3390000 3394999
Chr03 6040000 6044999
Chr03 6220000 6224999
Chr03 6225000 6229999
Chr03 6985000 6989999
Chr03 6990000 6994999
Chr03 7080000 7084999
Chr03 7105000 7109999
Chr03 7125000 7129999
Chr03 7200000 7204999
Chr03 7875000 7879999
Chr03 7880000 7884999
Chr03 7895000 7899999
Chr03 7930000 7934999
Chr03 8145000 8149999
Chr03 8505000 8509999
Chr03 8545000 8549999
Chr03 8855000 8859999
Chr03 9435000 9439999
Chr03 9595000 9599999
Chr03 9605000 9609999
Chr03 9610000 9614999
Chr03 10685000 10689999
Chr03 10700000 10704999
Chr03 10825000 10829999
Chr03 11335000 11339999
Chr03 11430000 11434999
Chr03 11580000 11584999
Chr03 11860000 11864999
Chr03 11875000 11879999
Chr03 11910000 11914999
Chr03 12125000 12129999
Chr03 12150000 12154999
Chr03 12160000 12164999
Chr03 12545000 12549999
Chr03 12555000 12559999
Chr03 13515000 13519999
Chr03 14555000 14559999
Chr03 15715000 15719999
Chr03 17140000 17144999
Chr03 17150000 17154999
Chr03 18350000 18354999
Chr03 18735000 18739999
Chr03 19115000 19119999
Chr03 19180000 19184999
Chr03 19550000 19554999
Chr03 19595000 19599999
Chr03 19630000 19634999
Chr03 20135000 20139999
Chr03 27000000 27004999
Chr03 28055000 28059999
Chr03 28105000 28109999
Chr03 28420000 28424999
Chr03 28475000 28479999
Chr03 28805000 28809999
Chr03 29010000 29014999
Chr03 29025000 29029999
Chr03 29155000 29159999
Chr03 29175000 29179999
Chr03 29230000 29234999
Chr03 29305000 29309999
Chr03 29355000 29359999
Chr03 29400000 29404999
Chr03 29410000 29414999
Chr03 29420000 29424999
Chr03 29595000 29599999
Chr03 29745000 29749999
Chr03 30015000 30019999
Chr03 30060000 30064999
Chr03 30135000 30139999
Chr03 30175000 30179999
Chr03 30235000 30239999
Chr03 30265000 30269999
Chr03 30365000 30369999
Chr03 30565000 30569999
Chr03 30575000 30579999
Chr03 30950000 30954999
Chr03 31275000 31279999
Chr03 32710000 32714999
Chr03 33130000 33134999
Chr03 33185000 33189999
Chr03 33200000 33204999
Chr03 34320000 34324999
Chr03 34430000 34434999
Chr03 36120000 36124999
Chr03 37040000 37044999
Chr03 37090000 37094999
Chr03 37105000 37109999
Chr03 38290000 38294999
Chr03 44880000 44884999
Chr03 45490000 45494999
Chr03 45615000 45619999
Chr03 45705000 45709999
Chr03 45710000 45714999
Chr03 45770000 45774999
Chr03 46010000 46014999
Chr03 46390000 46394999
Chr03 46495000 46499999
Chr03 46550000 46554999
Chr03 46555000 46559999
Chr03 46995000 46999999
Chr03 47200000 47204999
Chr03 47390000 47394999
Chr03 47455000 47459999
Chr03 47460000 47464999
Chr03 51665000 51669999
Chr03 51805000 51809999
Chr03 51820000 51824999
Chr03 52030000 52034999
Chr03 54750000 54754999
Chr03 55105000 55109999
Chr03 56095000 56099999
Chr03 56905000 56909999
Chr03 57825000 57829999
Chr03 57855000 57859999
Chr03 58770000 58774999
Chr03 59325000 59329999
Chr03 60285000 60289999
Chr03 60610000 60614999
Chr03 60655000 60659999
Chr03 60695000 60699999
Chr03 61200000 61204999
Chr03 61485000 61489999
Chr03 61495000 61499999
Chr03 62025000 62029999
Chr03 62030000 62034999
Chr03 62515000 62519999
Chr03 64020000 64024999
Chr03 64630000 64634999
Chr03 65200000 65204999
Chr03 65255000 65259999
Chr03 65335000 65339999
Chr03 65475000 65479999
Chr04 5000 9999
Chr04 1400000 1404999
Chr04 2290000 2294999
Chr04 2425000 2429999
Chr04 3420000 3424999
Chr04 5745000 5749999
Chr04 6270000 6274999
Chr04 6410000 6414999
Chr04 6500000 6504999
Chr04 6735000 6739999
Chr04 6795000 6799999
Chr04 6955000 6959999
Chr04 7000000 7004999
Chr04 7010000 7014999
Chr04 7095000 7099999
Chr04 7400000 7404999
Chr04 7565000 7569999
Chr04 8615000 8619999
Chr04 8790000 8794999
Chr04 9425000 9429999
Chr04 9625000 9629999
Chr04 9685000 9689999
Chr04 9995000 9999999
Chr04 10020000 10024999
Chr04 10080000 10084999
Chr04 10085000 10089999
Chr04 11715000 11719999
Chr04 12035000 12039999
Chr04 12475000 12479999
Chr04 12575000 12579999
Chr04 12580000 12584999
Chr04 12840000 12844999
Chr04 12935000 12939999
Chr04 13365000 13369999
Chr04 13400000 13404999
Chr04 13430000 13434999
Chr04 13470000 13474999
Chr04 13535000 13539999
Chr04 13685000 13689999
Chr04 14055000 14059999
Chr04 14805000 14809999
Chr04 14855000 14859999
Chr04 15105000 15109999
Chr04 15405000 15409999
Chr04 15560000 15564999
Chr04 16695000 16699999
Chr04 16735000 16739999
Chr04 16760000 16764999
Chr04 16765000 16769999
Chr04 17345000 17349999
Chr04 17425000 17429999
Chr04 17620000 17624999
Chr04 19175000 19179999
Chr04 20555000 20559999
Chr04 20585000 20589999
Chr04 21030000 21034999
Chr04 21035000 21039999
Chr04 21060000 21064999
Chr04 21070000 21074999
Chr04 21075000 21079999
Chr04 21085000 21089999
Chr04 21155000 21159999
Chr04 21340000 21344999
Chr04 21355000 21359999
Chr04 21475000 21479999
Chr04 21520000 21524999
Chr04 21580000 21584999
Chr04 22920000 22924999
Chr04 23020000 23024999
Chr04 23140000 23144999
Chr04 23240000 23244999
Chr04 23355000 23359999
Chr04 23435000 23439999
Chr04 23535000 23539999
Chr04 23620000 23624999
Chr04 24125000 24129999
Chr04 24280000 24284999
Chr04 24355000 24359999
Chr04 24645000 24649999
Chr04 26930000 26934999
Chr04 27075000 27079999
Chr04 27330000 27334999
Chr04 27370000 27374999
Chr04 27410000 27414999
Chr04 27445000 27449999
Chr04 27460000 27464999
Chr04 27490000 27494999
Chr04 27540000 27544999
Chr04 27550000 27554999
Chr04 27560000 27564999
Chr04 27565000 27569999
Chr04 27580000 27584999
Chr04 27590000 27594999
Chr04 27660000 27664999
Chr04 27680000 27684999
Chr04 27700000 27704999
Chr04 27775000 27779999
Chr04 27780000 27784999
Chr04 27860000 27864999
Chr04 28015000 28019999
Chr04 28170000 28174999
Chr04 28200000 28204999
Chr04 28395000 28399999
Chr04 28705000 28709999
Chr04 28735000 28739999
Chr04 29185000 29189999
Chr04 29200000 29204999
Chr04 29335000 29339999
Chr04 29455000 29459999
Chr04 29920000 29924999
Chr04 29980000 29984999
Chr04 30000000 30004999
Chr04 30065000 30069999
Chr04 30070000 30074999
Chr04 30295000 30299999
Chr04 30510000 30514999
Chr04 30560000 30564999
Chr04 30605000 30609999
Chr04 30670000 30674999
Chr04 30710000 30714999
Chr04 30725000 30729999
Chr04 30730000 30734999
Chr04 31345000 31349999
Chr04 31395000 31399999
Chr04 31425000 31429999
Chr04 31560000 31564999
Chr04 32045000 32049999
Chr04 32130000 32134999
Chr04 32180000 32184999
Chr04 32335000 32339999
Chr04 32405000 32409999
Chr04 32460000 32464999
Chr04 32475000 32479999
Chr04 32540000 32544999
Chr04 32580000 32584999
Chr04 32625000 32629999
Chr04 32630000 32634999
Chr04 32640000 32644999
Chr04 32700000 32704999
Chr04 32710000 32714999
Chr04 32730000 32734999
Chr04 32870000 32874999
Chr04 32910000 32914999
Chr04 32915000 32919999
Chr04 32925000 32929999
Chr04 33065000 33069999
Chr04 33120000 33124999
Chr04 33150000 33154999
Chr04 33220000 33224999
Chr04 33240000 33244999
Chr04 33250000 33254999
Chr04 33280000 33284999
Chr04 33290000 33294999
Chr04 33330000 33334999
Chr04 33395000 33399999
Chr04 33500000 33504999
Chr04 33515000 33519999
Chr04 33530000 33534999
Chr04 33590000 33594999
Chr04 33605000 33609999
Chr04 33775000 33779999
Chr04 33890000 33894999
Chr04 33910000 33914999
Chr04 34005000 34009999
Chr04 34055000 34059999
Chr04 34135000 34139999
Chr04 34195000 34199999
Chr04 34345000 34349999
Chr04 34365000 34369999
Chr04 34475000 34479999
Chr04 34490000 34494999
Chr04 34560000 34564999
Chr04 34840000 34844999
Chr04 36345000 36349999
Chr04 36395000 36399999
Chr04 36595000 36599999
Chr04 36620000 36624999
Chr04 36720000 36724999
Chr04 36730000 36734999
Chr04 36775000 36779999
Chr04 36895000 36899999
Chr04 36945000 36949999
Chr04 36950000 36954999
Chr04 36955000 36959999
Chr04 36970000 36974999
Chr04 36975000 36979999
Chr04 36980000 36984999
Chr04 37015000 37019999
Chr04 37140000 37144999
Chr04 37250000 37254999
Chr04 37265000 37269999
Chr04 38190000 38194999
Chr04 38405000 38409999
Chr04 38490000 38494999
Chr05 245000 249999
Chr05 275000 279999
Chr05 345000 349999
Chr05 355000 359999
Chr05 365000 369999
Chr05 370000 374999
Chr05 380000 384999
Chr05 430000 434999
Chr05 465000 469999
Chr05 655000 659999
Chr05 790000 794999
Chr05 850000 854999
Chr05 925000 929999
Chr05 930000 934999
Chr05 935000 939999
Chr05 2510000 2514999
Chr05 2530000 2534999
Chr05 2785000 2789999
Chr05 2920000 2924999
Chr05 2985000 2989999
Chr05 3055000 3059999
Chr05 3145000 3149999
Chr05 3535000 3539999
Chr05 3555000 3559999
Chr05 3575000 3579999
Chr05 4425000 4429999
Chr05 4980000 4984999
Chr05 4985000 4989999
Chr05 5375000 5379999
Chr05 5475000 5479999
Chr05 5575000 5579999
Chr05 5920000 5924999
Chr05 6010000 6014999
Chr05 6845000 6849999
Chr05 6860000 6864999
Chr05 6865000 6869999
Chr05 6990000 6994999
Chr05 7065000 7069999
Chr05 7325000 7329999
Chr05 7440000 7444999
Chr05 7600000 7604999
Chr05 7705000 7709999
Chr05 7755000 7759999
Chr05 8570000 8574999
Chr05 8715000 8719999
Chr05 8725000 8729999
Chr05 9030000 9034999
Chr05 9035000 9039999
Chr05 9085000 9089999
Chr05 9105000 9109999
Chr05 9175000 9179999
Chr05 9415000 9419999
Chr05 9545000 9549999
Chr05 9815000 9819999
Chr05 10060000 10064999
Chr05 12305000 12309999
Chr05 13065000 13069999
Chr05 14455000 14459999
Chr05 15265000 15269999
Chr05 15400000 15404999
Chr05 16580000 16584999
Chr05 18675000 18679999
Chr05 18690000 18694999
Chr05 19125000 19129999
Chr05 19755000 19759999
Chr05 21500000 21504999
Chr05 21660000 21664999
Chr05 21670000 21674999
Chr05 25070000 25074999
Chr05 27900000 27904999
Chr05 29405000 29409999
Chr05 29850000 29854999
Chr05 30425000 30429999
Chr05 30725000 30729999
Chr05 31175000 31179999
Chr05 31310000 31314999
Chr05 37190000 37194999
Chr05 37570000 37574999
Chr05 37670000 37674999
Chr05 38325000 38329999
Chr05 39195000 39199999
Chr05 39790000 39794999
Chr05 43880000 43884999
Chr05 45480000 45484999
Chr05 49295000 49299999
Chr05 61060000 61064999
Chr05 61460000 61464999
Chr05 61635000 61639999
Chr05 62065000 62069999
Chr06 125000 129999
Chr06 155000 159999
Chr06 170000 174999
Chr06 690000 694999
Chr06 1105000 1109999
Chr06 1280000 1284999
Chr06 1965000 1969999
Chr06 1980000 1984999
Chr06 2240000 2244999
Chr06 2695000 2699999
Chr06 2770000 2774999
Chr06 2780000 2784999
Chr06 2785000 2789999
Chr06 2790000 2794999
Chr06 2795000 2799999
Chr06 2800000 2804999
Chr06 2865000 2869999
Chr06 2870000 2874999
Chr06 2880000 2884999
Chr06 2900000 2904999
Chr06 2975000 2979999
Chr06 3185000 3189999
Chr06 3265000 3269999
Chr06 3355000 3359999
Chr06 3420000 3424999
Chr06 3445000 3449999
Chr06 3465000 3469999
Chr06 3515000 3519999
Chr06 3555000 3559999
Chr06 3585000 3589999
Chr06 3635000 3639999
Chr06 3640000 3644999
Chr06 3645000 3649999
Chr06 3650000 3654999
Chr06 3655000 3659999
Chr06 3660000 3664999
Chr06 3670000 3674999
Chr06 3750000 3754999
Chr06 3770000 3774999
Chr06 3775000 3779999
Chr06 3940000 3944999
Chr06 4290000 4294999
Chr06 5465000 5469999
Chr06 6330000 6334999
Chr06 6350000 6354999
Chr06 6355000 6359999
Chr06 7065000 7069999
Chr06 7295000 7299999
Chr06 7325000 7329999
Chr06 11160000 11164999
Chr06 11670000 11674999
Chr06 11855000 11859999
Chr06 12155000 12159999
Chr06 12365000 12369999
Chr06 12380000 12384999
Chr06 14570000 14574999
Chr06 14920000 14924999
Chr06 14970000 14974999
Chr06 15000000 15004999
Chr06 15060000 15064999
Chr06 15085000 15089999
Chr06 15335000 15339999
Chr06 15345000 15349999
Chr06 15620000 15624999
Chr06 15690000 15694999
Chr06 15780000 15784999
Chr06 16020000 16024999
Chr06 16060000 16064999
Chr06 16335000 16339999
Chr06 16390000 16394999
Chr06 16495000 16499999
Chr06 16510000 16514999
Chr06 16515000 16519999
Chr06 16520000 16524999
Chr06 16620000 16624999
Chr06 16695000 16699999
Chr06 16955000 16959999
Chr06 17005000 17009999
Chr06 17220000 17224999
Chr06 17295000 17299999
Chr06 17385000 17389999
Chr06 18160000 18164999
Chr06 18165000 18169999
Chr06 18950000 18954999
Chr06 18960000 18964999
Chr06 19110000 19114999
Chr06 19115000 19119999
Chr06 19165000 19169999
Chr06 19435000 19439999
Chr06 19540000 19544999
Chr06 20855000 20859999
Chr06 21165000 21169999
Chr06 21180000 21184999
Chr06 21295000 21299999
Chr06 21375000 21379999
Chr06 21595000 21599999
Chr06 21605000 21609999
Chr06 21610000 21614999
Chr06 22020000 22024999
Chr06 22080000 22084999
Chr06 22090000 22094999
Chr06 22475000 22479999
Chr06 22550000 22554999
Chr06 22665000 22669999
Chr06 22700000 22704999
Chr06 22790000 22794999
Chr06 22820000 22824999
Chr06 22835000 22839999
Chr06 22855000 22859999
Chr06 22865000 22869999
Chr06 22870000 22874999
Chr06 22895000 22899999
Chr06 22905000 22909999
Chr06 23065000 23069999
Chr06 23175000 23179999
Chr06 23180000 23184999
Chr06 23190000 23194999
Chr06 23195000 23199999
Chr06 23200000 23204999
Chr06 23240000 23244999
Chr06 23255000 23259999
Chr06 23295000 23299999
Chr06 23300000 23304999
Chr06 23305000 23309999
Chr06 23310000 23314999
Chr06 23345000 23349999
Chr06 23350000 23354999
Chr06 23355000 23359999
Chr06 23365000 23369999
Chr06 23370000 23374999
Chr06 23375000 23379999
Chr06 23635000 23639999
Chr06 23665000 23669999
Chr06 23690000 23694999
Chr06 23715000 23719999
Chr06 23755000 23759999
Chr06 23835000 23839999
Chr06 23865000 23869999
Chr06 23870000 23874999
Chr06 23885000 23889999
Chr06 24040000 24044999
Chr06 24045000 24049999
Chr06 24050000 24054999
Chr06 24055000 24059999
Chr06 24075000 24079999
Chr06 24095000 24099999
Chr06 24100000 24104999
Chr06 24110000 24114999
Chr06 24120000 24124999
Chr06 24135000 24139999
Chr06 24250000 24254999
Chr06 24300000 24304999
Chr06 24325000 24329999
