Chr Start End
Chr01 23545000 23549999
Chr01 23550000 23554999
Chr01 23555000 23559999
Chr01 23810000 23814999
Chr01 23855000 23859999
Chr01 23895000 23899999
Chr01 23905000 23909999
Chr01 24085000 24089999
Chr01 24125000 24129999
Chr01 24295000 24299999
Chr01 24305000 24309999
Chr01 24665000 24669999
Chr01 25025000 25029999
Chr01 25665000 25669999
Chr01 25670000 25674999
Chr01 25830000 25834999
Chr01 26035000 26039999
Chr01 26510000 26514999
Chr01 27200000 27204999
Chr01 27220000 27224999
Chr01 27275000 27279999
Chr01 27295000 27299999
Chr01 27300000 27304999
Chr01 27305000 27309999
Chr01 27330000 27334999
Chr01 27335000 27339999
Chr01 27710000 27714999
Chr01 27915000 27919999
Chr01 27935000 27939999
Chr01 28185000 28189999
Chr01 28385000 28389999
Chr01 28900000 28904999
Chr01 29295000 29299999
Chr01 29320000 29324999
Chr01 29325000 29329999
Chr01 29840000 29844999
Chr01 29875000 29879999
Chr01 30290000 30294999
Chr01 30930000 30934999
Chr01 30950000 30954999
Chr01 31715000 31719999
Chr01 31740000 31744999
Chr01 31760000 31764999
Chr01 31810000 31814999
Chr01 31835000 31839999
Chr01 33510000 33514999
Chr01 33865000 33869999
Chr01 33900000 33904999
Chr01 34355000 34359999
Chr01 34515000 34519999
Chr01 34525000 34529999
Chr01 34535000 34539999
Chr01 35015000 35019999
Chr01 35220000 35224999
Chr01 35340000 35344999
Chr01 36365000 36369999
Chr01 36550000 36554999
Chr01 36555000 36559999
Chr01 36560000 36564999
Chr01 37440000 37444999
Chr01 37445000 37449999
Chr01 38175000 38179999
Chr01 38180000 38184999
Chr01 38590000 38594999
Chr01 38645000 38649999
Chr01 39140000 39144999
Chr01 39160000 39164999
Chr01 39280000 39284999
Chr01 39440000 39444999
Chr01 40155000 40159999
Chr01 40570000 40574999
Chr01 40800000 40804999
Chr01 40805000 40809999
Chr01 40860000 40864999
Chr01 41460000 41464999
Chr01 41990000 41994999
Chr01 42005000 42009999
Chr01 42010000 42014999
Chr01 42050000 42054999
Chr01 42195000 42199999
Chr02 115000 119999
Chr02 855000 859999
Chr02 855000 859999
Chr02 1065000 1069999
Chr02 1295000 1299999
Chr02 1340000 1344999
Chr02 1345000 1349999
Chr02 1370000 1374999
Chr02 1370000 1374999
Chr02 1525000 1529999
Chr02 1880000 1884999
Chr02 1885000 1889999
Chr02 1960000 1964999
Chr02 1970000 1974999
Chr02 1970000 1974999
Chr02 2340000 2344999
Chr02 2370000 2374999
Chr02 2370000 2374999
Chr02 2380000 2384999
Chr02 2385000 2389999
Chr02 2405000 2409999
Chr02 2415000 2419999
Chr02 2690000 2694999
Chr02 3620000 3624999
Chr02 4100000 4104999
Chr02 4360000 4364999
Chr02 5280000 5284999
Chr02 5480000 5484999
Chr02 6450000 6454999
Chr02 6475000 6479999
Chr02 6725000 6729999
Chr02 7195000 7199999
Chr02 7195000 7199999
Chr02 7205000 7209999
Chr02 7415000 7419999
Chr02 7515000 7519999
Chr02 7525000 7529999
Chr02 7530000 7534999
Chr02 8020000 8024999
Chr02 8025000 8029999
Chr02 8055000 8059999
Chr02 8185000 8189999
Chr02 8185000 8189999
Chr02 9175000 9179999
Chr02 9820000 9824999
Chr02 11405000 11409999
Chr02 11405000 11409999
Chr02 11720000 11724999
Chr02 12545000 12549999
Chr02 12545000 12549999
Chr02 12695000 12699999
Chr02 12735000 12739999
Chr02 13390000 13394999
Chr02 14055000 14059999
Chr02 14055000 14059999
Chr02 14090000 14094999
Chr02 14100000 14104999
Chr02 14100000 14104999
Chr02 14175000 14179999
Chr02 14180000 14184999
Chr02 14375000 14379999
Chr02 14450000 14454999
Chr02 14530000 14534999
Chr02 15840000 15844999
Chr02 15910000 15914999
Chr02 15925000 15929999
Chr02 16285000 16289999
Chr02 16570000 16574999
Chr02 17230000 17234999
Chr02 17235000 17239999
Chr02 17240000 17244999
Chr02 17240000 17244999
Chr02 17245000 17249999
Chr02 17345000 17349999
Chr02 17525000 17529999
Chr02 17670000 17674999
Chr02 17680000 17684999
Chr02 17690000 17694999
Chr02 17695000 17699999
Chr02 17710000 17714999
Chr02 17715000 17719999
Chr02 18025000 18029999
Chr02 18280000 18284999
Chr02 18285000 18289999
Chr02 18690000 18694999
Chr02 18735000 18739999
Chr02 19040000 19044999
Chr02 19065000 19069999
Chr02 19300000 19304999
Chr02 19345000 19349999
Chr02 19580000 19584999
Chr02 19675000 19679999
Chr02 19690000 19694999
Chr02 19715000 19719999
Chr02 20210000 20214999
Chr02 20215000 20219999
Chr02 20275000 20279999
Chr02 20585000 20589999
Chr02 20615000 20619999
Chr02 20795000 20799999
Chr02 20910000 20914999
Chr02 21135000 21139999
Chr02 21165000 21169999
Chr02 21175000 21179999
Chr02 21180000 21184999
Chr02 21190000 21194999
Chr02 21195000 21199999
Chr02 21890000 21894999
Chr02 21935000 21939999
Chr02 22095000 22099999
Chr02 22105000 22109999
Chr02 22595000 22599999
Chr02 22605000 22609999
Chr02 22610000 22614999
Chr02 22615000 22619999
Chr02 22650000 22654999
Chr02 22755000 22759999
Chr02 22830000 22834999
Chr02 23080000 23084999
Chr02 23085000 23089999
Chr02 23170000 23174999
Chr02 23265000 23269999
Chr02 23275000 23279999
Chr02 23280000 23284999
Chr02 23995000 23999999
Chr02 24160000 24164999
Chr02 24215000 24219999
Chr02 24235000 24239999
Chr02 24300000 24304999
Chr02 24520000 24524999
Chr02 24540000 24544999
Chr02 24965000 24969999
Chr02 24980000 24984999
Chr02 25680000 25684999
Chr02 26485000 26489999
Chr02 26755000 26759999
Chr02 26830000 26834999
Chr02 28040000 28044999
Chr02 28120000 28124999
Chr02 28165000 28169999
Chr02 28605000 28609999
Chr02 28615000 28619999
Chr02 28620000 28624999
Chr02 28620000 28624999
Chr02 28625000 28629999
Chr02 28805000 28809999
Chr02 28810000 28814999
Chr02 28830000 28834999
Chr02 28865000 28869999
Chr02 28890000 28894999
Chr02 29080000 29084999
Chr02 31110000 31114999
Chr02 31115000 31119999
Chr02 31510000 31514999
Chr02 31515000 31519999
Chr02 31520000 31524999
Chr02 32010000 32014999
Chr02 32075000 32079999
Chr02 32260000 32264999
Chr02 32270000 32274999
Chr02 32475000 32479999
Chr02 32475000 32479999
Chr02 32820000 32824999
Chr02 32825000 32829999
Chr02 33425000 33429999
Chr02 33425000 33429999
Chr02 33635000 33639999
Chr02 34105000 34109999
Chr02 34260000 34264999
Chr02 34550000 34554999
Chr02 34760000 34764999
Chr02 34770000 34774999
Chr02 34775000 34779999
Chr02 34780000 34784999
Chr02 35530000 35534999
Chr02 35550000 35554999
Chr02 35620000 35624999
Chr02 35625000 35629999
Chr02 35850000 35854999
Chr02 36075000 36079999
Chr02 36090000 36094999
Chr02 36120000 36124999
Chr02 36360000 36364999
Chr02 36410000 36414999
Chr02 36605000 36609999
Chr02 37695000 37699999
Chr02 37705000 37709999
Chr02 37710000 37714999
Chr02 38810000 38814999
Chr02 38810000 38814999
Chr02 38860000 38864999
Chr02 39110000 39114999
Chr02 39155000 39159999
Chr02 39160000 39164999
Chr02 39160000 39164999
Chr02 39165000 39169999
Chr02 39170000 39174999
Chr02 39265000 39269999
Chr02 39455000 39459999
Chr02 39465000 39469999
Chr02 39505000 39509999
Chr02 39520000 39524999
Chr02 39520000 39524999
Chr02 39550000 39554999
Chr02 39630000 39634999
Chr02 40885000 40889999
Chr02 40980000 40984999
Chr02 42235000 42239999
Chr02 42300000 42304999
Chr02 43930000 43934999
Chr02 44370000 44374999
Chr02 44380000 44384999
Chr02 44650000 44654999
Chr02 44695000 44699999
Chr02 45370000 45374999
Chr02 45375000 45379999
Chr02 45440000 45444999
Chr02 45460000 45464999
Chr02 45490000 45494999
Chr02 45500000 45504999
Chr02 45505000 45509999
Chr02 45510000 45514999
Chr02 47580000 47584999
Chr02 47835000 47839999
Chr02 48030000 48034999
Chr02 48335000 48339999
Chr02 50100000 50104999
Chr02 50200000 50204999
Chr02 50610000 50614999
Chr02 50610000 50614999
Chr02 50770000 50774999
Chr03 185000 189999
Chr03 390000 394999
Chr03 1380000 1384999
Chr03 1385000 1389999
Chr03 1860000 1864999
Chr03 1865000 1869999
Chr03 2250000 2254999
Chr03 2255000 2259999
Chr03 2675000 2679999
Chr03 3035000 3039999
Chr03 3040000 3044999
Chr03 3145000 3149999
Chr03 3150000 3154999
Chr03 3225000 3229999
Chr03 3520000 3524999
Chr03 3525000 3529999
Chr03 3955000 3959999
Chr03 4245000 4249999
Chr03 5590000 5594999
Chr03 5955000 5959999
Chr03 7680000 7684999
Chr03 7970000 7974999
Chr03 8305000 8309999
Chr03 8450000 8454999
Chr03 8455000 8459999
Chr03 9020000 9024999
Chr03 9025000 9029999
Chr03 9065000 9069999
Chr03 9350000 9354999
Chr03 9370000 9374999
Chr03 9700000 9704999
Chr03 10370000 10374999
Chr03 10840000 10844999
Chr03 10905000 10909999
Chr03 10910000 10914999
Chr03 10980000 10984999
Chr03 11030000 11034999
Chr03 11215000 11219999
Chr03 11295000 11299999
Chr03 11370000 11374999
Chr03 11495000 11499999
Chr03 11825000 11829999
Chr03 11830000 11834999
Chr03 12250000 12254999
Chr03 12255000 12259999
Chr03 12380000 12384999
Chr03 12385000 12389999
Chr03 12415000 12419999
Chr03 12685000 12689999
Chr03 12690000 12694999
Chr03 12865000 12869999
Chr03 13020000 13024999
Chr03 13130000 13134999
Chr03 13135000 13139999
Chr03 13715000 13719999
Chr03 13720000 13724999
Chr03 13725000 13729999
Chr03 13925000 13929999
Chr03 14585000 14589999
Chr03 14590000 14594999
Chr03 14595000 14599999
Chr03 14605000 14609999
Chr03 16010000 16014999
Chr03 17245000 17249999
Chr03 17480000 17484999
Chr03 17485000 17489999
Chr03 17490000 17494999
Chr03 17675000 17679999
Chr03 18120000 18124999
Chr03 18180000 18184999
Chr03 18285000 18289999
Chr03 18355000 18359999
Chr03 18360000 18364999
Chr03 18380000 18384999
Chr03 18590000 18594999
Chr03 18595000 18599999
Chr03 18645000 18649999
Chr03 18650000 18654999
Chr03 19435000 19439999
Chr03 19580000 19584999
Chr03 20315000 20319999
Chr03 22030000 22034999
Chr03 22035000 22039999
Chr03 22915000 22919999
Chr03 22920000 22924999
Chr03 22940000 22944999
Chr03 22945000 22949999
Chr03 22960000 22964999
Chr03 22965000 22969999
Chr03 23095000 23099999
Chr03 25310000 25314999
Chr03 25315000 25319999
Chr03 25320000 25324999
Chr03 25335000 25339999
Chr03 25845000 25849999
Chr03 25855000 25859999
Chr03 26100000 26104999
Chr03 26115000 26119999
Chr03 26120000 26124999
Chr03 26290000 26294999
Chr03 26295000 26299999
Chr03 26930000 26934999
Chr03 27005000 27009999
Chr03 27010000 27014999
Chr03 27025000 27029999
Chr03 27030000 27034999
Chr03 27055000 27059999
Chr03 27980000 27984999
Chr03 28615000 28619999
Chr03 28620000 28624999
Chr03 28780000 28784999
Chr03 28785000 28789999
Chr03 28790000 28794999
Chr03 28940000 28944999
Chr03 28945000 28949999
Chr03 29085000 29089999
Chr03 29105000 29109999
Chr03 29255000 29259999
Chr03 29620000 29624999
Chr03 29625000 29629999
Chr03 29915000 29919999
Chr03 29975000 29979999
Chr03 29980000 29984999
Chr03 30405000 30409999
Chr03 30485000 30489999
Chr03 30490000 30494999
Chr03 30495000 30499999
Chr03 30930000 30934999
Chr03 30935000 30939999
Chr03 31295000 31299999
Chr03 31300000 31304999
Chr03 31305000 31309999
Chr03 31325000 31329999
Chr03 31565000 31569999
Chr03 31570000 31574999
Chr03 31575000 31579999
Chr03 32020000 32024999
Chr03 32025000 32029999
Chr03 33365000 33369999
Chr03 33370000 33374999
Chr03 33385000 33389999
Chr03 33580000 33584999
Chr03 33665000 33669999
Chr03 33670000 33674999
Chr03 33810000 33814999
Chr03 34295000 34299999
Chr03 34455000 34459999
Chr03 34565000 34569999
Chr03 35030000 35034999
Chr03 35080000 35084999
Chr03 35095000 35099999
Chr03 35130000 35134999
Chr03 35135000 35139999
Chr03 35145000 35149999
Chr03 35190000 35194999
Chr03 35210000 35214999
Chr03 35215000 35219999
Chr03 35260000 35264999
Chr03 35265000 35269999
Chr03 35325000 35329999
Chr03 35330000 35334999
Chr03 35555000 35559999
Chr03 35605000 35609999
Chr03 35635000 35639999
Chr03 35640000 35644999
Chr03 35645000 35649999
Chr03 35650000 35654999
Chr03 35655000 35659999
Chr03 35660000 35664999
Chr03 35675000 35679999
Chr03 35680000 35684999
Chr03 35740000 35744999
Chr03 35770000 35774999
Chr03 35800000 35804999
Chr03 36255000 36259999
Chr03 36260000 36264999
Chr03 36980000 36984999
Chr03 37795000 37799999
Chr03 38165000 38169999
Chr03 38195000 38199999
Chr03 38200000 38204999
Chr03 38205000 38209999
Chr03 38260000 38264999
Chr03 38265000 38269999
Chr03 38270000 38274999
Chr03 38365000 38369999
Chr03 38370000 38374999
Chr03 38520000 38524999
Chr03 38890000 38894999
Chr03 38895000 38899999
Chr03 39300000 39304999
Chr03 39800000 39804999
Chr03 39805000 39809999
Chr03 40275000 40279999
Chr03 40280000 40284999
Chr03 40320000 40324999
Chr03 40345000 40349999
Chr03 40395000 40399999
Chr03 40415000 40419999
Chr03 40580000 40584999
Chr03 40630000 40634999
Chr03 42210000 42214999
Chr03 42350000 42354999
Chr03 44790000 44794999
Chr03 44930000 44934999
Chr03 44975000 44979999
Chr03 45075000 45079999
Chr03 45455000 45459999
Chr03 45795000 45799999
Chr03 45800000 45804999
Chr03 45870000 45874999
Chr03 46315000 46319999
Chr03 46320000 46324999
Chr03 46450000 46454999
Chr03 46525000 46529999
Chr03 46530000 46534999
Chr03 46570000 46574999
Chr03 46955000 46959999
Chr03 47250000 47254999
Chr03 47255000 47259999
Chr03 47400000 47404999
Chr03 47405000 47409999
Chr03 47410000 47414999
Chr03 47415000 47419999
Chr03 47925000 47929999
Chr03 47930000 47934999
Chr03 49425000 49429999
Chr03 49830000 49834999
Chr03 49835000 49839999
Chr03 50255000 50259999
Chr03 50260000 50264999
Chr03 51520000 51524999
Chr03 51595000 51599999
Chr03 51600000 51604999
Chr03 51720000 51724999
Chr03 51725000 51729999
Chr03 52155000 52159999
Chr03 52160000 52164999
Chr03 52595000 52599999
Chr03 52600000 52604999
Chr03 52705000 52709999
Chr03 52720000 52724999
Chr03 54400000 54404999
Chr03 54405000 54409999
Chr03 54505000 54509999
Chr03 54875000 54879999
Chr03 55560000 55564999
Chr03 55565000 55569999
Chr03 55695000 55699999
Chr03 55705000 55709999
Chr03 55745000 55749999
Chr03 55995000 55999999
Chr03 56110000 56114999
Chr03 56950000 56954999
Chr03 57880000 57884999
Chr03 57930000 57934999
Chr03 57970000 57974999
Chr03 57975000 57979999
Chr03 58445000 58449999
Chr03 58965000 58969999
Chr03 58985000 58989999
Chr03 58990000 58994999
Chr03 59000000 59004999
Chr03 59005000 59009999
Chr03 59025000 59029999
Chr03 59505000 59509999
Chr03 59660000 59664999
Chr03 59665000 59669999
Chr03 59670000 59674999
Chr03 60505000 60509999
Chr03 61545000 61549999
Chr03 61550000 61554999
Chr03 61555000 61559999
Chr03 61655000 61659999
Chr03 61760000 61764999
Chr03 61895000 61899999
Chr03 61900000 61904999
Chr03 63555000 63559999
Chr03 63560000 63564999
Chr03 63910000 63914999
Chr03 63915000 63919999
Chr03 64605000 64609999
Chr03 64610000 64614999
Chr03 64615000 64619999
Chr03 64750000 64754999
Chr03 64855000 64859999
Chr03 64905000 64909999
Chr03 64910000 64914999
Chr03 64915000 64919999
Chr03 65070000 65074999
Chr03 65325000 65329999
Chr03 65365000 65369999
Chr04 685000 689999
Chr04 1410000 1414999
Chr04 1505000 1509999
Chr04 1510000 1514999
Chr04 1550000 1554999
Chr04 1565000 1569999
Chr04 1595000 1599999
Chr04 2245000 2249999
Chr04 2260000 2264999
Chr04 2805000 2809999
Chr04 2955000 2959999
Chr04 3085000 3089999
Chr04 3090000 3094999
Chr04 3100000 3104999
Chr04 3105000 3109999
Chr04 3255000 3259999
Chr04 3325000 3329999
Chr04 3365000 3369999
Chr04 3450000 3454999
Chr04 4070000 4074999
Chr04 4160000 4164999
Chr04 4385000 4389999
Chr04 4795000 4799999
Chr04 5055000 5059999
Chr04 5110000 5114999
Chr04 5385000 5389999
Chr04 5410000 5414999
Chr04 5420000 5424999
Chr04 5425000 5429999
Chr04 5450000 5454999
Chr04 5795000 5799999
Chr04 5800000 5804999
Chr04 6175000 6179999
Chr04 6230000 6234999
Chr04 6250000 6254999
Chr04 6405000 6409999
Chr04 6485000 6489999
Chr04 6585000 6589999
Chr04 6895000 6899999
Chr04 6990000 6994999
Chr04 7645000 7649999
Chr04 7650000 7654999
Chr04 8490000 8494999
Chr04 8685000 8689999
Chr04 8690000 8694999
Chr04 8815000 8819999
Chr04 8930000 8934999
Chr04 9170000 9174999
Chr04 9230000 9234999
Chr04 9460000 9464999
Chr04 9645000 9649999
Chr04 9920000 9924999
Chr04 10345000 10349999
Chr04 10645000 10649999
Chr04 10650000 10654999
Chr04 10685000 10689999
Chr04 10950000 10954999
Chr04 11145000 11149999
Chr04 11795000 11799999
Chr04 11800000 11804999
Chr04 11980000 11984999
Chr04 11985000 11989999
Chr04 11990000 11994999
Chr04 12020000 12024999
Chr04 12150000 12154999
Chr04 12330000 12334999
Chr04 12335000 12339999
Chr04 12340000 12344999
Chr04 12775000 12779999
Chr04 12780000 12784999
Chr04 12975000 12979999
Chr04 13020000 13024999
Chr04 13100000 13104999
Chr04 13110000 13114999
Chr04 13170000 13174999
Chr04 13180000 13184999
Chr04 13255000 13259999
Chr04 13300000 13304999
Chr04 13645000 13649999
Chr04 13860000 13864999
Chr04 14070000 14074999
Chr04 14075000 14079999
Chr04 14110000 14114999
Chr04 14115000 14119999
Chr04 15615000 15619999
Chr04 15635000 15639999
Chr04 15645000 15649999
Chr04 15690000 15694999
Chr04 15780000 15784999
Chr04 15985000 15989999
Chr04 16055000 16059999
Chr04 16090000 16094999
Chr04 16305000 16309999
Chr04 16330000 16334999
Chr04 16360000 16364999
Chr04 16740000 16744999
Chr04 17220000 17224999
Chr04 17655000 17659999
Chr04 17780000 17784999
Chr04 17890000 17894999
Chr04 18150000 18154999
Chr04 18220000 18224999
Chr04 18415000 18419999
Chr04 18425000 18429999
Chr04 18710000 18714999
Chr04 18715000 18719999
Chr04 19115000 19119999
Chr04 19120000 19124999
Chr04 19125000 19129999
Chr04 19620000 19624999
Chr04 19625000 19629999
Chr04 19650000 19654999
Chr04 20050000 20054999
Chr04 20190000 20194999
Chr04 20235000 20239999
Chr04 20250000 20254999
Chr04 20255000 20259999
Chr04 20435000 20439999
Chr04 20465000 20469999
Chr04 20475000 20479999
Chr04 20935000 20939999
Chr04 20940000 20944999
Chr04 21810000 21814999
Chr04 21960000 21964999
Chr04 22355000 22359999
Chr04 22385000 22389999
Chr04 23480000 23484999
Chr04 23495000 23499999
Chr04 23585000 23589999
Chr04 23590000 23594999
Chr04 23595000 23599999
Chr04 23605000 23609999
Chr04 23645000 23649999
Chr04 23810000 23814999
Chr04 23815000 23819999
Chr04 23965000 23969999
Chr04 24190000 24194999
Chr04 24205000 24209999
Chr04 24235000 24239999
Chr04 24275000 24279999
Chr04 24340000 24344999
Chr04 24500000 24504999
Chr04 24505000 24509999
Chr04 24520000 24524999
Chr04 24530000 24534999
Chr04 24535000 24539999
Chr04 24710000 24714999
Chr04 24800000 24804999
Chr04 24810000 24814999
Chr04 24820000 24824999
Chr04 24825000 24829999
Chr04 24830000 24834999
Chr04 24840000 24844999
Chr04 24850000 24854999
Chr04 25255000 25259999
Chr04 25260000 25264999
Chr04 25650000 25654999
Chr04 25670000 25674999
Chr04 25700000 25704999
Chr04 25725000 25729999
Chr04 25770000 25774999
Chr04 25870000 25874999
Chr04 25955000 25959999
Chr04 25960000 25964999
Chr04 25995000 25999999
Chr04 26895000 26899999
Chr04 26960000 26964999
Chr04 27500000 27504999
Chr04 27625000 27629999
Chr04 27750000 27754999
Chr04 27930000 27934999
Chr04 28345000 28349999
Chr04 28350000 28354999
Chr04 28510000 28514999
Chr04 28710000 28714999
Chr04 28790000 28794999
Chr04 28795000 28799999
Chr04 28815000 28819999
Chr04 28835000 28839999
Chr04 29320000 29324999
Chr04 29525000 29529999
Chr04 29535000 29539999
Chr04 29605000 29609999
Chr04 29660000 29664999
Chr04 30235000 30239999
Chr04 30540000 30544999
Chr04 30685000 30689999
Chr04 30780000 30784999
Chr04 30890000 30894999
Chr04 31265000 31269999
Chr04 31540000 31544999
Chr04 31585000 31589999
Chr04 32060000 32064999
Chr04 32960000 32964999
Chr04 32965000 32969999
Chr04 32985000 32989999
Chr04 32995000 32999999
Chr04 33940000 33944999
Chr04 33995000 33999999
Chr04 34240000 34244999
Chr04 34245000 34249999
Chr04 34520000 34524999
Chr04 34525000 34529999
Chr04 34805000 34809999
Chr04 35170000 35174999
Chr04 36155000 36159999
Chr04 36525000 36529999
Chr04 36760000 36764999
Chr04 36850000 36854999
Chr04 36875000 36879999
Chr04 36915000 36919999
Chr04 36925000 36929999
Chr04 37485000 37489999
Chr04 37490000 37494999
Chr04 37495000 37499999
Chr04 38525000 38529999
Chr04 38530000 38534999
Chr04 38550000 38554999
Chr05 35000 39999
Chr05 65000 69999
Chr05 70000 74999
Chr05 110000 114999
Chr05 120000 124999
Chr05 145000 149999
Chr05 150000 154999
Chr05 180000 184999
Chr05 625000 629999
Chr05 880000 884999
Chr05 1320000 1324999
Chr05 1320000 1324999
Chr05 1325000 1329999
Chr05 1380000 1384999
Chr05 1380000 1384999
Chr05 1755000 1759999
Chr05 2110000 2114999
Chr05 2545000 2549999
Chr05 2590000 2594999
Chr05 2595000 2599999
Chr05 2595000 2599999
Chr05 2600000 2604999
Chr05 3470000 3474999
Chr05 4780000 4784999
Chr05 5120000 5124999
Chr05 5250000 5254999
Chr05 5250000 5254999
Chr05 5270000 5274999
Chr05 5270000 5274999
Chr05 6405000 6409999
Chr05 6415000 6419999
Chr05 6770000 6774999
Chr05 7965000 7969999
Chr05 7970000 7974999
Chr05 7970000 7974999
Chr05 8295000 8299999
Chr05 8795000 8799999
Chr05 8860000 8864999
Chr05 9185000 9189999
Chr05 9335000 9339999
Chr05 9510000 9514999
Chr05 9520000 9524999
Chr05 9860000 9864999
Chr05 9875000 9879999
Chr05 9885000 9889999
Chr05 9910000 9914999
Chr05 9975000 9979999
Chr05 9980000 9984999
Chr05 10895000 10899999
Chr05 10895000 10899999
Chr05 10980000 10984999
Chr05 11210000 11214999
Chr05 11360000 11364999
Chr05 12505000 12509999
Chr05 12670000 12674999
Chr05 12770000 12774999
Chr05 12775000 12779999
Chr05 12775000 12779999
Chr05 13155000 13159999
Chr05 13160000 13164999
Chr05 13160000 13164999
Chr05 13175000 13179999
